Nome da Música,link,album,letra
Ridículo,/djavan/ridiculo.html,D,Não há o que fazer Eu nasci Com tudo pra seguir Comigo aprisionada a você A mesma raiz De uma vida A dois Capaz de até morrer Por amor Eu não via nada Mais sublime Só em seu abraço Eu me encontrava Ridículo! E fui descobrindo Em cada gesto A sanha De quem nunca prestou E chorei até ruir Como é que eu pude Ter a quem Nunca me quis? E me enamorei Fui feliz Me casei Com alguém Que nunca Existiu
Romance,/djavan/romance.html,Meu Lado,"Fruta-de-conde, Sua casca é um romance Muito boinha você, Viu? Laranjinha doce Dulcíssima... Pitomba jura Amargura no caroço Goiaba quase de vez Mamoeiro dá um leite: Que fel Pitanga do céu Amor de maçã Debaixo do frio Por dentro do mato, Fruto do ato Ligado do ato Ligado à resina de cajá Manga-espada inchada Eu sou do mato Brinquei com maturi, Vou ficando por aqui Nas costas da madrugada Por dentro do mato Fruto do ato Ligado à resina de cajá Manga-espada inchada Eu sou do mato Brinquei com maturi Vou ficando por aqui Meu bem me abraça E a lua quer me dizer Te amo.  © 1986 Luanda Edições Musicais Ltda."
Romeiros,/djavan/romeiros.html,,"Capoeira galho seco Barro duro pé no chão Espinho poeira e estrada Burro boi de carroção Tudo isso tá lá No meu sertão Tudo isso tá lá No meu sertão  Eu cansei os olhos de ver O mato pari Erva sidreira, erva daninha M‹e boa ter de alecrim Carrapateira na beira da pista Capim santo canção  Essa lembrança me marea a vista E rasga meu coração (bis)  Capoeira galho seco Barro duro pé no chão Espinho poeira estrada Burro boi de carroção Tudo isso tá lá No meu sertão Tudo isso tá lá No meu sertão  A forma do cactos da Que nem se avalia Samba cai cai Banho romeiro Que é noite de romaria Religiosamente Se roga se reza canta-se  Levanta fiéis Com muita alegria Vim beijar Jesus Que é filho de Maria   © 1978 Warner / Chappell"
Rua Dos Amores,/djavan/rua-dos-amores.html,Rua dos Amores,"Vê! O horizonte despe a lua, A rua se amontoa pra ver E a nua nem tá aí Pra o que faz...  Ver! Você assim, descendo a rua... A lua logo passa a saber Quem é tudo, Quando encontra... VOCÊ!"
Sabe Você?,/djavan/sabe-voce.html,,"Você é muito mais que eu sou Está bem mais rico do que eu estou Mas o que eu sei você não sabe E antes que o seu poder acabe Eu vou mostrar como e por que Eu sei, eu sei mais que você Sabe você o que é o amor? Não sabe, eu sei Sabe o que é um trovador? Não sabe, eu sei. Sabe andar de madrugada tendo a amada pela mão Sabe gostar, qual sabe nada, sabe, não Você sabe o que é uma flor? Não sabe, eu sei. Você já chorou de dor? Pois eu chorei. Já chorei de mal de amor, já chorei de compaixão Quanto à você meu camarada, qual o que, não sabe não E é por isso que eu lhe digo e com razão Que mais vale ser mendigo que ladrão Sei que um dia há de chegar e isso seja quando for Em que você pra mendigar, só mesmo o amor Você pode ser ladrão quando quiser Mas não rouba o coração de uma mulher Você não tem alegria, nunca fez uma canção Por isso a minha poesia, ah, ah, você não rouba não Ah, ah, você não rouba não"
Sabes Mentir,/djavan/sabes-mentir.html,Ária,Sabes mentir Hoje eu sei que tu sabes sentir Um falso amor Abrigaste em meu coração Sempre a iludir Tu falavas com tanto ardor Dessa paixão Que dizias sentir Mas tudo agora acabou Para mim terminou a ilusão Hoje esse amor já findou E afinal para que amar Sempre a iludir Tu beijavas com afeição Sempre a fingir Uma falsa emoção Sabes mentir Hoje eu sei que tu sabes sentir Um falso amor Abrigaste em meu coração Sempre a iludir Tu falavas com tanto ardor Dessa paixão Que dizias sentir Mas tudo agora acabou Para mim terminou a ilusão Hoje esse amor já findou E afinal para que amar Sempre a iludir Tu beijavas com afeição Sempre a fingir Uma falsa emoção
Sabor Impune,/djavan/sabor-impune.html,,Entre a planta do meu pé e o cume da sua cabeça acontece o que deus não quer mas resiste a bessa quem falou que uma ponte une suponho quis ser preciso mas usou do sabor impune de tanto riso pelo pé que rama o chão e o lume da sua estrela descanse a cabeça na mão e vá dizer a ela que além dos que estão envolvidos na flor da dura semente eu juro pela alma dos bandidos que o resto é gente    © 1979 Edições Musicais Tapajós Ltda. (EMI)
Samba Dobrado,/djavan/samba-dobrado.html,,Vai ser pior ainda Quando amanhecer Tudo que se tem pra cantar Não dá pra embalar Nem pra devol...ver O direito de escolher  A música melhor para se dan...çar A música melhor para se dan...çar  Quem faz parte dessa cena Gravando! Pode rodar Pra cumprir a mesma pena Não é preciso ensaiar Tá combinado  Basta aprender Samba dobrado Basta aprender Samba dobrado Basta aprender Samba dobrado
Samurai,/djavan/samurai.html,Ao Vivo - Vols. 1 e 2,"Ai.... Quanto querer Cabe em meu coração Ai.... Me faz sofrer Faz que me mata E se não mata, fere Vai.... Sem me dizer Na casa da paixão Sai.... Quando bem quer Traz uma praga E me afaga a pele  Crescei, luar Pra iluminar as trevas Fundas da paixão Eu quis lutar Contra o poder do amor Caí nos pés do vencedor Para ser o serviçal De um samurai Mas eu tô tão feliz! Dizem que o amor Atrai...   © 1982 Luanda Edições Musicais Ltda."
Se Acontecer,/djavan/se-acontecer.html,Vaidade,"As estrelas brilham sem saber mas cada vez melhor pois foi só você aparecer todas desceram pra ver você brilhar de cor o que mais chamou minha atenção sua expressão sutil isso eu já não posso esquecer porque não foi só visão o coração sentiu a tenda da noite enche de sombra um sonhar vazio percorri tantas fontes até ver você sair do nada pros meus horizontes que a manhã pura e sã com as mãos de jasmim vá roçar seu rosto pro amor ardente despertar por mim Deus é pai, vai saber se acontecer serei seu até o fim e em tempo de chuva que chova eu não largo da sua mão nem que caia um raio eu saio sem você na imaginação   © Ed. Luanda LRO-0400001"
Se Não Vira Jazz,/djavan/se-nao-vira-jazz.html,vidas pra contar,"Pra conversar, brigar, beijar Eu to pronto pra tudo Não quero nada Sem solução Viver é mais que bom demais Quando o amor Tá incluso É um abuso De perfeição Eu te quero sã Como uma flor No ardor do calor da manhã Pra que lamentar O que a gente não fez? Passou Agora é outra vez Pra se ligar, pra discutir Como reconstruir nossa paz E o ideal de um lar Brilhar de novo Se não vira jazz Pra conversar, brigar, beijar Eu to pronto pra tudo Não quero nada Sem solução Viver é mais que bom demais Quando o amor Tá incluso É um abuso De perfeição A noite a passear pela bruma Verá em cada colina O quanto eu te amo Depois, a madrugada invade Um sonho em que tu me tinhas Amor de verdade!"
Se...,/djavan/se.html,"Djavan na Pista, Etc","Você disse que não sabe se não Mas também não tem certeza que sim Quer saber? Quando é assim Deixa vir do coração Você sabe que eu só penso em você Você diz só que vive pensando em mim Pode ser Se é assim Você tem que largar a mão do não Soltar essa louca, arder de paixão Não há como doer pra decidir Só dizer sim ou não Mas você adora um se...  Eu levo a sério mas você disfarça Você me diz à beça e eu nessa de horror E me remete ao frio que vem lá do sul Insiste em zero a zero e eu quero um a um Sei lá o que te dá, não quer meu calor São Jorge por favor me empresta o dragão Mais fácil aprender japonês em braile Do que você decidir se dá ou não.   © 1992 Luanda Edições Musicais Ltda."
Seca,/djavan/seca.html,Malásia,"A terra se quebrando toda  A fome que humilha a todos  Vida se alimenta de dor  Que pobre povo sem socorro  Por que será que Deus pôs ali  O ser pra ser assim sofredor  Sob a brasa do sol padecer  O desdém do poder fingido  Sem saber o que é ser feliz  Viver, como se diz, dá medo  Apesar de se ter céu azul  O mesmo lá do sul, mesmo Deus"
Seduzir,/djavan/seduzir.html,Para Sempre: Djavan,"Cantar é mover o dom do fundo de uma paixão Seduzir As pedras, catedrais, coração Amar é perder o tom nas comas da ilusão Revelar todo sentido Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo"
Segredo,/djavan/segredo.html,Meu Lado,"Intro: (Gm7 C9/7) Gm7 C9/7 Desses olhos Gm7 C9/7 Tenho medo Gm7 C9/7 Quer dizer tudo F7 Bb7 Tudo é segredo Gm7 C9/7 Vejo em sua cor Gm7 C9/7 que tudo será triste Gm7 C9/7 Gm7 C9/7 Se um dia eu deixar de te ver Gm7 C9/7 O teu beijo Gm7 C9/7 Eu invento Gm7 C9/7 Na sala escura F7 Bb7 Do sentimento Gm7 C9/7 Quando bate a dor Gm7 C9/7 Eu sei que o amor existe Gm7 C9/7 E onde vive que eu chamo Gm7 C9/7 F7 E não vem Eb9/7+ Sofrer, cantar Gm7 Socorrer, fugir da paixão pra que? Eb9/7+ Mesmo onde há certeza de dores Gm7 Que flores dão Eb9/7+ Que nem de algodão Gm7 Vago em teu calor C9/7 Sou, sou tão leve F7 Se o amor é breve F#o Deixa nascer ( Gm7 C9/7 ) Pra ver...  "
Sem Saber,/djavan/sem-saber.html,,"A vida já é um absurdo, com você longe, muito mais a estrada é ruim oh! Trânsito que não vai mas com a gente tudo ia em paz é você que esquenta sem saber você não me vê como eu sou quando vou te ver dias sem calor que fará o que me dirá? Fui prá cama cedo temendo o mistério que desassossego me diz o que quer e eu dou e não dou esperando nada dou... Silêncio da noite , a noite brilhando meu bem eu te adoro eu sigo pensando: vou! Ou não vou? Eu preciso dela, vou. Enfrentar o caos conceder, reconstruir retirar o sal vamos ver, se ela sorrir sorrirei também e farei, seja o que for pra voltar atrás e o que mais, mais vale o amor.   © 1994 Luanda Edições Musicais Ltda."
Sentimento Verdadeiro,/djavan/sentimento-verdadeiro.html,Vaidade,Pode ser quem for Nasceu pra ter amor Só não sabe quando ele virá  Se é cerca de flor Ou jogo de azar Só quem tem amor sabe contar  Um sentimento verdadeiro Passa a céu e chão Faz do tormento passageiro Do coração Vive por si Sempre aprendendo a existir  Quase não pensa no que faz Quando é pra se dar Tão querido quanto nada mais É o que há  Sem se conter Ou é tudo ou não dá pra ser Vaga entre o lírio da luz solar E a agonia do quebra mar Forjado em um tesouro Que não existe pra se encontrar Como um amigo estende a mão Tingida de solidão
Serrado,/djavan/serrado.html,Para Sempre: Djavan,"Se o Senhor me for louvado Eu vou voltar pro meu serrado Por ali ficou quem temperou O meu amor e semeou em mim Essa incrível saudade Se é por vontade de Deus Valei, valei  Se pedir a Deus pelo meu prazer Não for pecado, vou rezar Pra quando eu voltar a rever Todas as brincadeiras do passado Cortejar meu serrado Em dia, feriado Viva o cordão azul e encarnado  Eu sei, serei feliz de novo Meu povo, deixa eu chorar com você Serei feliz de novo Meu povo, deixa eu chorar com você Serei feliz de novo Meu povo, deixa eu chorar"
Sevilhando,/djavan/sevilhando.html,D,Andaluz é o mar E o negro nosso trigo Cantam pra confirmar Amor em cada abrigo Onde os dois proclamam Que só quem ama Não teme o perigo E não querem nada Além de a todos Com o canto encantar Mas Sevilha plantou Na Alagoas nata Um fiel servidor A par do que se trata E uma música negra Vai sevilhando Tudo ali na lata E só é inteiro O que aclama Toda forma de amor Ao se falar de vida Vê-se o quanto é tão sério Nada mais é a vida Que sede de um grande império Deus é quem dá o caminho Mas as pernas são as suas Trate de vencer A tudo quanto for subida Decida Uma é saber como A outra é nada saber Queria sândalo Mas também podia ser camomila Ou mesmo lavanda Ou vanila Para enfrentar o viver
Sílaba,/djavan/silaba.html,Milagreiro,"Quem me dirá, não o que desejo nem o que sei, mas aquilo de que preciso sem botar nem tira uma sílaba? quem saberá contar o enredo sem alterar o tom, o teor e o desfecho sem errar nem mudar uma vírgula? toda amizade tem seus deslizes da empolgação à desilusão é o afã que a gente tem sabendo onde vai dar num cenário idealizado. bem que o desejo fala mais claro diz logo a que vem sem enrolação mas se alguém insiste em ficar boiando na dor ora, faça-me o favor!   © 1992 Luanda Edições Musicais Ltda. Spell (Amar)"
Sim ou Não,/djavan/sim-ou-nao.html,Alumbramento,Um dia preciso ir Na casa da solidão Só pra saber Se o que sofri Dá pra beber Outra paixão  Em mim O amor se fez Do jeito Que se inventou Toda razão Perde o seu fim Se um coração For o juiz Vai redimir O medo de amar  Saudade Enquanto O amor ferir E o pranto A dor sarar Não digo não Nem dou o sim Deixo O meu coração Chorar por mim
Sina,/djavan/sina.html,"Djavan na Pista, Etc","Pai e mãe Ouro de mina Coração Desejo e sina Tudo mais Pura rotina Jazz...  Tocarei seu nome Pra poder Falar de amor Minha princesa Art nouveau Da natureza Tudo mais Pura beleza Jazz...  A luz de um grande prazer É irremediável néon Quando o grito do prazer Açoitar o ar Reveillon... O luar Estrela do mar O sol e o dom Quiçá um dia A fúria, desse front Virá Lapidar o sonho Até gerar o som Como querer Caetanear O que há de bom.    © 1982 Luanda Edições Musicais Ltda."
So Bashiya Ba Hlala Ekhaya,/djavan/so-bashiya-ba-hlala-ekhaya.html,,"Amandla  So bashiya ba hlala ekhaya Saphuma sangena kwamanye amanzwe Lathokumgazi khona ubaba no mama Hlale inkululeko  Se si thi hlala ehkaya Se si thi ngena kwamanye amanzwe Lathokumgazi khona ubaba no mama Hlale inkululeko  So bashiya ba thobeni Saphuma sangena kwamanye amanzwe Lathokumgazi khona ubaba no mama Hlale inkululeko   Tradução Livre Vamos Deixar Nossos Pais  ""Vamos deixar o lar Nosso País Deixar a casa de nossos pais Onde tanto o pai e mãe Os familiares Não sabem Nunca foram em busca da liberdade Vamos deixar a humilhação"""
Só Pra Ser o Sol,/djavan/so-pra-ser-o-sol.html,vidas pra contar,"Cheguei assim normal, cabreiro Mas, chegando bem Uhu! Você disse que vinha e veio Não acreditei E cheguei a tremer Pensei em você virando armário Pra chegar em mim Que bom! Te ver Tão linda e desejada Você comigo tudo é muito antigo Novo é amar Eu quero o mundo pra te dar A fim de te merecer O quanto esperei? Primeiro encontro Tudo é tanto e como bate fundo Poder te amar e não pretender Mais nada nesse mundo Ui, demorou, fui Pro meio do laço Ai, e quem não vai Eu vou e faço Ali, como não ir? Agora é hora Ui! Pronto já fui Virou história Lá, o céu azul E mesmo o mar É todo azul Por ela! Fiquei assim, bobei, não sei Nunca vi nada igual Eu tenho pra mim que você veio Só pra ser o sol"
Só Tinha de Ser Com Você,/djavan/so-tinha-de-ser-com-voce.html,,"É, só tinha de ser com você Havia de ser prá você Senão era mais uma dor Senão não seria o amor Aquele que o mundo não vê O amor que chegou para dar O que ninguém deu prá você O amor que chegou para dar O que ninguém deu prá você  É, você que é feito de azul Me deixa morar neste azul Me deixa encontrar minha paz Você que é bonito demais  Se ao menos pudesse saber Que eu sempre fui só de você E você sempre foi só de mim Que eu sempre fui só de você Você sempre foi só de mim  É, só eu sei quanto amor eu guardei Sem saber que era só prá você É, só eu sei quanto amor eu guardei Sem saber que era só prá você  É, só tinha de ser com você Havia de ser prá você Senão era mais uma dor Senão não seria o amor Aquele que o mundo não vê O amor que chegou para dar O que ninguém deu prá você O amor que chegou para dar O que ninguém deu prá você"
Solitude,/djavan/solitude.html,Vesúvio,Amor em queda Mesmo tal moeda Perde cotação  Um mundo louco Evolui aos poucos Pela contramão  O erro invade Tudo o que é cidade Cai na imensidão  Guerra vende armas Mantém cargos Destrói sonhos Tudo de uma vez Sensatez Não tem vez  Vidas fardos Meros dados Incontáveis casos De desamor Quanta dor Muita dor  Parece tarde Falar de amizade Ver com o coração E desse jeito Reparar defeito Estendendo a mão  Guerra vende armas Mantém cargos Destrói sonhos Tudo de uma vez Sensatez Não tem vez  Vidas fardos Meros dados Incontáveis casos De desamor Quanta dor Muita dor  Quem é que sabe O quanto lhe cabe Dessa solitude? Por isso a hora De fazer é agora Tome uma atitude
Sorri,/djavan/sorri.html,Djavan - Novelas,Sorri quando a dor te torturar E a saudade atormentar Os teus dias tristonhos vazios  Sorri quando tudo terminar Quando nada mais restar Do teu sonho encantador  Sorri quando o sol perder a luz E sentires uma cruz Nos teus ombros cansados doridos  Sorri vai mentindo a sua dor E ao notar que tu sorris Todo mundo irá supor Que és feliz  Smile    © Ed. Bourne co inc. (peermusic)
Soweto,/djavan/soweto.html,Não É Azul Mas É Mar,"Kinshasa, beirute maranhão o negro que lute pra poder sonhar em mudar isso aqui o poder tem tantas mãos e só sabe mentir quanto mais se diz e mais o povo quer eleição ninguém esperava ver a terra estremecer com o apartheid deus salve soweto carêcia e calor nos guetos de cada canto do mundo meu amor com tantos assuntos e eu a te adorar absurdo seria não pensar que é normal se armar todo dia para combater o mal o povo votaria e assim eu amarei a serra, a mar é o litoral deus salve soweto subtrai de governo os que trairão, esses não já tem gente demais a querer mandar o povo quer florescer e ganhar a vida.    © 1987 Luanda Edições Musicais Ltda."
Stephen's Kingdom,/djavan/stephens-kingdom.html,,"Kinshasa, beirut, maranhao A final salute to three fine soldiers As their daddies had been As their sons would after them Forgive me, my father But the cause is lost And no one's left to win it back  We have emptied the fountain Pulled the last of the gold from the mountain Farewell now soweto I will remember the rest of my days  A paraffin moon Distant fire A weary platoon on watch 'til morning Too frightened to sleep To even take a breath too deep Too young to remember How it came to pass that back became The enemy  We have drunk from the fountain Lined our pockets with gold from The mountain Farewell now soweto And goodbye africa  To the sound of rifle and drum Stephens's kingdom has come And has overcome There's no power like the might Of tomorrow's dream Sound the rifle and drum Stephen's kingdom has come And they will be done There's no conquering the might Of tomorrow's dream  Kinshasa, beirut, maranhao A final salute to three fine soldiers As their daddies had been As their sons would after them Forgive me, my father But the cause is lost And no one's left to win it back  We have emptied the fountain Pulled the last of the gold from The mountain Farewell now soweto And goodbye africa  To the sound of rifle and drum Stephens's kingdom has come And has overcome There's no power like the might Of tomorrow's dream Sound the rifle and drum Stephen's kingdom has come And they will be done There's no conquering the might Of tomorrow's dream There's no conquering the might Of tomorrow's dream"
Sururu de Capote,/djavan/sururu-de-capote.html,Para Sempre: Djavan,"Eh sarará é sucuri Eh sarará de prajati eis o siri-de-coral sururu na casca é capote no nordeste tem Santo Antônio, São Benedito tem matrimônio de corpo invicto quatro pimentas um prato feito uma tapa na venta pra quem não comer direito eh rapariga não se tortura dor de barriga, cidreira cura é na casinha que se faz aquela mocinha tá ficando um rapaz em são paulo é bom, mas como lá eu não digo vou pegar ônibus vou rever meus "" umbigo"" em são paulo é bom, mas como lá eu não digo vou pegar ônibus vou rever meus "" umbigo""  © 1980 Edições Musicais Tapajós Ltda. (EMI)"
Tainá-Flor,/djavan/taina-flor.html,Vaidade,Tainá quer bem a seus iguais aos bichos também Tainá quer bem demais quer proteger dar seus cuidados seja porque não pode ver nada errado a floresta é seu lugar ali nasceu e se criou e aprendeu a amar fruto da mata Tainá-Flor o pajé lhe confiou a pedra de muiraquitã lhe deu força e coragem no calcanhar do caçador Tainá saiu homem com serra de motor árvore nem viu lá pros lados do igarapé do arco-íris seu povo e a mata convivem os bichos e o rio são livres  Fonte: Site Oficial
Tanta Saudade,/djavan/tanta-saudade.html,"Djavan na Pista, Etc","Era tanta saudade É, pra matar Eu fiquei até doente Eu fiquei até doente, menina Se eu não mato a saudade É, deixa estar Saudade mata a gente Saudade mata a gente, menina  Quis saber o que é o desejo De onde ele vem Fui até o centro da terra E é mais além Procurei uma saída O amor não tem Estava ficando louco Louco, louco de querer bem  Quis chegar até o limite De uma paixão Baldear o oceano Com a minha mão Encontrar o sal da vida E a solidão Esgotar o apetite Todo o apetite do coração  Mas restou a saudade É, pra ficar Ai, eu encarei de frente Ai, eu encarei de frente, menina Se eu ficar na saudade E deixar estar Saudade engole a gente Saudade engole a gente, menina Quis saber o que é o desejo De onde ele vem Fui até o centro da terra E é mais além Procurei uma saída O amor não tem Estava ficando louco Louco, louco de querer bem Quis chegar até o limite De uma paixão Baldear o oceano Com a minha mão Encontrar o sal da vida E a solidão Esgotar o apetite Todo o apetite do coração   Ai, amor, miragem minha, minha linha do horizonte, é monte atrás de monte, é monte, a fonte nunca mais que seca Ai, saudade, inda sou moço, aquele poço não tem fundo, é um mundo e dentro um mundo e dentro é um mundo que me leva..."
Tão Raro,/djavan/tao-raro.html,Bicho Solto - O XIII,"Naquele instante Em que o dia cai E o sol finge brilhar Pra noite Todos os pássaros Buscam um canto pra sonhar E todo desejo é maior, hum!.. Quer me torturar, hein? O que mais eu quero É saber se me quer ou não O que desejar, tem O mais sincero Tudo em mim é você Veja bem, hum!... Naquele instante Em que o dia cai E o sol finge brilhar Pra noite Tudo é tão raro Quanto é inviável Ter que se achar na vida Amando só   Edited by: D-Kun"
"Tarzan, o Filho do Alfaiate",/djavan/tarzan-o-filho-do-alfaiate.html,,"Quem foi que disse que eu era forte? Nunca pratiquei esporte, nem conheço futebol... O meu parceiro sempre foi o travesseiro E eu passo o ano inteiro sem ver um raio de sol A minha força bruta reside Em um clássico cabide, já cansado de sofrer Minha armadura é de casimira dura Que me dá musculatura, mas que pesa e faz doer  Eu poso pros fotógrafos, e destribuo autógrafos A todas as pequenas lá da praia de manhã Um argentino disse, me vendo em Copacabana: 'No hay fuerza sobre-humana que detenga este Tarzan'  De lutas não entendo abacate Pois o meu grande alfaiate não faz roupa pra brigar Sou incapaz de machucar uma formiga Não há homem que consiga nos meus músculos pegar Cheguei até a ser contratado Pra subir em um tablado, pra vencer um campeão Mas a empresa, pra evitar assassinato Rasgou logo o meu contrato quando me viu sem roupão  Eu poso pros fotógrafos, e destribuo autógrafos A todas as pequenas lá da praia de manhã Um argentino disse, me vendo em Copacabana: 'No hay fuerza sobre-humana que detenga este Tarzan'  Quem foi que disse que eu era forte? Nunca pratiquei esporte, nem conheço futebol... O meu parceiro sempre foi o travesseiro E eu passo o ano inteiro sem ver um raio de sol A minha força bruta reside Em um clássico cabide, já cansado de sofrer Minha armadura é de casimira dura Que me dá musculatura, mas que pesa e faz doer"
Tem Boi Na Linha,/djavan/tem-boi-na-linha.html,Para Sempre: Djavan,"Café com pão no vera cruz jejum limão em japeri a bolsa e a vida dançam nesse trem te cuida! Sacola, cabaço, futuro, tutu tem boi na linha, seu honório gurgel lá vai barão pras filipetas comendador entrou no pau turiaçu sem gororoba fez desse trem cabriolé negão quebrou a gabiroba Em Recorocopi  cavalo de ferro, tchhhh... Cavalo de ferro, tchhhh... Cavalo de ferro, tchhhh... Udp-um, udp-dois, udp-três, udp-mil e udputisgrila udfêdapê cascudo, pedrada, cuspida, pisada vai pra anchieta, seu vigario geral engavetou, descarrilhou descarrilhei, quebrei também ai, santa cruz, não sou jesus não sou jesus em santa cruz somos zumbis todos os santos meu vai-e-vem parece o vaivém do trem parece o vaivém do trem parece o vaivém do trem  © 1980 Edições Musicais Tapajós Ltda. (EMI) UNIVERSAL Produções e Edições Musicais Ltda."
Temporal,/djavan/temporal.html,,"você passa e tudo perde a graça meus olhos passam a depender de ti não tem jeito o estrago já foi feito feito um temporal você bate em mim  O mar bateu, você me pegou pra confirmar o sol desmaiou a onda vai, meu coração carrega  O mar bateu, você me pegou pra confirmar o sol desmaiou a onda vai, meu coração carrega  você mente diz que é amor que sente seu sentimento é uma torre de areia você sabe, seu coração não abre não minta não pra não ficar feia  O mar bateu, o vento soprou e vai quebrar na minha dor a onda vem, seu sentimento leva  O mar bateu, o vento soprou e vai quebrar na minha dor a onda vem, seu sentimento leva  Quem me dera ter o céu ser seu menino com a lança da paixão vencer o seu destino ser a noite só pra te dar um sonho onde eu estou pra te prender com um abraço   © 1997 Luanda Edições Musicais Ltda."
Tenha Calma,/djavan/tenha-calma.html,Malásia,"Quer me deixar Não sei porque Deixa eu pensar Pra sei lá, ver O que fazer Pra você ficar...  Sem seu amor A vida passa em vão Se você for O que é de vidro quebra No meu coração Seu olhar é lindo Ver você sorrindo É demais Por favor não faz. Me dizer adeus Vai me botar a perder  Tenha calma Não se vá meu pop star, Tenha fé Te prometo vir a ser Do jeito que você quer Um amor de mulher   © 1989 Luanda Edições Musicais Ltda."
Tenho Medo de Ficar Só,/djavan/tenho-medo-de-ficar-so.html,Vesúvio,Tenho medo de ficar só Sem um bem não se vive Desvive Eu não suporto ser quem sou Quando estou sem ninguém Tudo é feito de ausência Carência Conheço esse estado Todos os lados Nada me faz feliz E vivo sob um céu que nada me diz  Não importa se amado eu for Só me vale o que eu sinto Não minto Amar me faz superior Tudo queda aos meus pés Tudo me é possível Ou crível Esqueço os demais simples mortais Só me interessa o amor Alguém para cultivar uma vida em flor  Tudo me é possível Ou crível Esqueço os demais simples mortais Só me interessa o amor Alguém para cultivar uma vida em flor Alguém para cultivar uma vida em flor
Todas As Horas,/djavan/todas-as-horas.html,,"As horas que passam E levam um pouco de mim São horas findas e predestinadas A mesma ilusão sem fim São horas que provam do meu sofrer Hora ""H"", dia ""D"" São horas tontas da mesma bebida Que nos faz na vida um ator Horas de fogo caídas no bronze Feridas nas doses do amor Faz tanto tempo que eu me apaixonei Que hoje sei bem melhor Todas as horas Todas as horas Todas as horas de cor    © 1982 Luanda Edições Musicais Ltda."
Topázio,/djavan/topazio.html,Meu Lado,"Kremlin, Berlim Só pra te ver E poder rir Luzes, jasmim Meu coração, vaso quebrado Ilusão, fugir Da fronteira de topázio e lã Vou até rubi Sedução Poder sonhar Estupidez Você arrasa E me arrasou Só pra anoitecer O que é escuro Ninguém me beijou Mais puro Tô lembrando de você Uma vez... Kremlin, Berlim Pra não dizer Telaviv Ilusão Fugir de mim.   © 1984 Luanda Edições Musicais Ltda."
Total Abandono,/djavan/total-abandono.html,Seduzir,Você jurou em se vingar Quando se concretizou o meu abandono do lar Mas até hoje eu não descobri Onde é que eu fui errado Eu não podia viver Total e completamente enganado Você feriu meu coração Porém não se tocou que homem não é leão Nada é mais sensato do que esquecer E recomeçar Apesar do tempo que passou A vida vai continuar Nada é mais sensato do que esquecer E recomeçar Apesar do tempo que passou A vida vai continuar  © 1981 Warner / Chappell
Transe,/djavan/transe.html,Lilás,"Abra o seu coração Que eu quero passar, andar de trem... Flores beijando o chão Pedras a sonhar Tudo em transe de amor  As carícias virão Soltas pelo ar Vindas do além E no meu coração Ou qualquer lugar Tudo brilhará também  Ali onde o ar beira a luz Todo encanto vai navegar No decorrer de uma paixão  Tempestade nasce no vento Cresce e se faz mulher Pra me levar Pra ilusão  Abra o seu coração Que eu quero passar Andar de trem... Flechas de solidão Cantam pra saudar Noites de luar Em vão"
Treze de Dezembro,/djavan/treze-de-dezembro.html,Ária,Bem que esta noite eu vi gente chegando Eu vi sapo saltitando E ao longe ouvi o ronco alegre do trovão Alguma coisa forte pra valer Estava para acontecer na região Quando o galo cantou Que o dia raiou eu imaginei É que hoje é treze de dezembro e a treze de dezembro Nasceu nosso rei O nosso rei do baião A maior voz do sertão Filho do sonho de D. Sebastião Como fruto do matrimônio Do cometa Januário Com a estrela Santana Ao nascer da era do Aquário No cenário rico das terras de Exu O mensageiro nu dos orixás É desse treze de dezembro Que eu me lembrarei e sei que não me esquecerei jamais
Triste Baía da Guanabara,/djavan/triste-baia-da-guanabara.html,Alumbramento,"Ah! Minha Santa Idolatrada Não fazia quase nada Pela minha fidelidade Ah! Só por você Eu entreguei sem recusar meu coração Me sentia nos seus braços Numa grade de cela Belo Horizonte, sombra de vela A descrença mais sincera Pela minha sinceridade Ah! Você jurou E prometeu, mas não me deu o seu amor Eu faria da injúria A canção mais singela Água rolada Céu de aquarela Te perjuro, te desprezo Pela minha felicidade Ah! Você entrou na minha vida Mas comigo não viveu Eu sabia, fruta boa Tá na ponta da vara Triste baía da Guanabara Lua branca, noite clara Pela minha triste cidade Ah! Sem ter você Meu coração só quer lembrar a minha dor Eu queria que soubesse Que te amar não consola"
Triste É o Cara,/djavan/triste-e-o-cara.html,Rua dos Amores,"Triste é o cara Que só sabe o que é bom, Que não sai do Leblon, Que nunca ficou à toa.  Triste é o cara Que não sabe perder, Que não sai de você, Que nunca se superou.  Triste é aquele Que 'inda não conhece avaria Nada sabe do blues Ignora a luz do dia.  Triste é o cara Que de amor não morreu. Como nada perdeu, Até hoje não se achou!  Um destino Tão banal, Uma vida igual Concedeu, arregou, Sob o pânico da dor.  Que besteira Tudo é beira, Na mangueira E nego vive de amor.  Ilusão, Amar é solução."
