Nome da Música,link,album,letra
Curumim,/djavan/curumim.html,Djavan,"O que era flor Eu já catei pra dar Até meus lápis de cor Eu já dei G.I. Joe, já dei O que se pensar Eu já dei Minhas conchas do mar Ah! Minha flor Chega de maltratar O que mais pode agradar A você Eu já fiz de tudo Cadê que adiantou Que louco Que é o amor Tem graça viver Quando ela fica de mal Não quer brincar...  Txucarramãe Krenacroro Kalapalo Yawalapiti - iiii - iiii Kamayurá Kayabí Kuikúru Waurà Suyá Awetí - iiii - iiii"
De Flor Em Flor,/djavan/de-flor-em-flor.html,,"O amor pra judiar de mim Deu à flor um cheiro de jasmim De um punhado de areia branca com lendas e conchas Fez prisão pro mar E a brilhar assim  Tudo aqui parece dele vir Um ator, um retrato, o mato A fim do ato Um prato feito pra cuspir  E pra render alguém Tem no olhar Uma faca que fez Com a liga do aço inox A intriga do box Que é toda a paixão  Foi coroado rei No amor simples vontade é lei Uma coisa que amarga E será que trava Tão doce que enjoa  Só sei que o amor enfim De flor em flor Fez você pra mim   © 1983 Luanda Edições Musicais Ltda."
De Tanto Amor,/djavan/de-tanto-amor.html,Regravação de Erasmo Carlos,Ah eu vim aqui amor Só pra me despedir E as últimas palavras desse nosso amor Você vai ter que ouvir  Me perdi de tanto amor Ah eu enlouqueci Ninguém podia amar assim e eu amei E devo confessar Aí foi que eu errei  Vou te olhar mais uma vez Na hora de dizer adeus Vou chorar mais uma vez Quando olhar nos olhos seus Nos olhos seus  Ah saudade vai chegar E por favor meu bem Me deixe pelo menos só te ver passar Eu nada vou dizer Perdoa se eu chorar  Vou chorar mais uma vez Quando olhar nos olhos seus Nos olhos seus  Ah saudade vai chegar E por favor meu bem Me deixe pelo menos só te ver passar Eu nada vou dizer Perdoa se eu chorar
Deixa O Sol Sair,/djavan/deixa-o-sol-sair.html,Malásia,"Dia inteiro de olho nas nuvens Em qual delas Eu vou te ter um dia? Passageiro de todas as nuvens Eu navego com você a me guiar Quero ver quem vai ser Será eu ou você Quem será, Que decide a barreira romper? Nosso olhar quer falar Mas, o medo é demais pra agir Deixa o amor resolver por nós Deixa o sol sair.  Tudo é tão claro em mim Sei que é amor E será fundo como o mar Vai acender uma lanterna no escuro O que vai ser o mundo, Com o que temos E nos falta receber? Vai ser você e eu enfim naquela nuvem E o que o amor vai poder ajudar, Quando a noite chegar? Mesmo que chova... O que eu tento explicar É que sem você não há lugar Você me marcou, não vou dizer Que fazer, vou sair? Nem pensar Recolher, desligar, Vou dormir mais cedo. Eu só sei o que sou Se viver pra te amar Body and soul, meu amor   ©1996 Luanda Edições Musicais Ltda."
Delírio dos Mortais,/djavan/delirio-dos-mortais.html,Matizes,"Rio, Podem dizer o que quiser Mas o xodó do povo É o Rio Casa do samba e do amor Do Redentor Louvado seja o Rio, Rio Pra delírio dos mortais Pedras monumentais Combinaram aqui Um encontro colossal E contorno de beleza igual Nunca vi Com esse poder Outra cidade não há Não consigo pensar em duas É muito fácil sentir A mão de Deus em tudo Em Copacabana O Rio bate um bolão Garotas que passam têm lugar na canção Tudo está ali Pra quem sabe o que é bom Ninguém mais esquece o réveillon Fevereiro e março É tempo de carnaval O Rio que traço É o lugar natural Pras coisas do amor Do jeito que se quer Tamanho o esplendor da mulher   (fonte: site oficial)"
Desandou,/djavan/desandou.html,Matizes,Me diga já O que foi que aconteceu Você e eu Era tão bom Lembro-me bem Quando a gente se encantou Você trazia Nos olhos A lã do primeiro amor Peguei na mão Da vida eu nada mais queria Naqueles dias Imaculados E num abraço Quis roubar um beijo seu Mas você deu Foi algo! Indescritível O mais que podia Me arrebatou Mas nesse beijo Só tinha alegria Faltava dor Você foi prum lado E eu pro outro Aí desandou!...    (fonte: site oficial)
Desejo,/djavan/desejo.html,,"Você nem sabe O que é uma vida reduzida a paixão Daí tudo é ilusão Tudo é ilusão  Sentir saudade Prender uma vida Pela respiração Assim tudo é ilusão Tudo é ilusão  Se queixa em não ter o mar à mão Com esse calor o dia é dor Se queixa do nada que tiver Não que se possa tudo querer nem tudo é o que se quer  Amor, amor Plantado ao coração Foi brotar de um beijo Aí já nem é ilusão É o meu desejo    © 1983 Luanda Edições Musicais Ltda."
Desenho de Giz,/djavan/desenho-de-giz.html,,"Quem quer viver um amor Mas não quer suas marcas Qualquer cicatriz A ilusão do amor  Não é risco na areia É desenho de giz Eu sei que vocês vão dizer A questão é querer desejar Decidir  Aí diz o meu coração Que prazer tem bater Se ela não vai ouvir Aí minha boca me diz Que prazer tem sorrir Se ela não me sorri também  Quem pode querer ser feliz Se não for por um grande amor Eu sei que vocês vão dizer A questão é querer desejar Decidir  Aí diz o meu coração Que prazer tem bater Se ela não vai ouvir Cantar mas me diga Prá que ai, ai, ai E o que vou sonhar Só querendo escapar à dor Quem pode querer ser feliz Se não for por amor Quem pode querer ser feliz Se não for por amor Quem pode querer ser feliz"
Desfigurado,/djavan/desfigurado.html,,Amor tua dor deixou Meu ser desfigurado  Basta me lembrar Prá reativar O meu sofrer Prá que?  Sigo Caminhando só Meu caminhos perdi Você se virou Em brisa ou pó Afinal Se foi Desapareceu Sumiu Sem pedir a Deus Quem pede perdão Sou eu   © copyright 1983 Warner/Chappell
Dia Azul,/djavan/dia-azul.html,Vaidade,"Tu somente tu Irás converter a neve em dia azul Basta um olhar e o gelo pega fogo Meu estado é luz Num outro mundo...  Em todo lugar Eu me sentirei infindo por te amar A sensação é de poder tudo E ter amor Por todo Mundo  Tudo bem Se o céu dos teus olhos mentir E eu possa a vir Como a Eva a passar desilusão Mas se não e for realidade o que diz O teu olhar de amor Sair do teu comando, nem de vez em quando Eu não saberia O que faria Posso até dizer O quanto tudo é bem maior por te querer Viver é mais do que sair salvando o que pode E com amor A vida explode  Tudo bem Se o céu dos teus olhos mentir E eu possa a vir Como a Eva a passar desilusão Mas se não e for realidade o que diz O teu olhar de amor Sair do teu comando, nem de vez em quando Eu não saberia O que faria Posso até dizer O quanto tudo é bem maior por te querer Viver é mais do que sair salvando o que pode E com amor A vida explode"
Disfarça e Chora,/djavan/disfarca-e-chora.html,Ária,"Chora, disfarça e chora Aproveita a voz do lamento Que já vem a aurora A pessoa que tanto queria Antes mesmo de raiar o dia Deixou o ensaio por outra Oh! triste senhora Disfarça e chora Todo o pranto tem hora E eu vejo seu pranto cair No momento mais certo Olhar, gostar só de longe Não faz ninguém chegar perto E o seu pranto oh! Triste senhora Vai molhar o deserto Disfarça e chora"
Doidice,/djavan/doidice.html,Não É Azul Mas É Mar,"É natural um vendaval que passa aqui mais doidice ali ou uma seca que arrasou pior é não te ver agora aflora vícios claras manhãs ou tanto mais que eu possa ter nada quer dizer se o teu beijo não é meu cio chegando calor explodindo temores rondando o ar e eu pensando em ti me apaixonei talvez, pode ser enlouqueci não sei, nunca vi preciso sair depois que eu descobri que há você nunca mais existi...   ©1987 Luanda Edições Musicais Ltda."
Dois Amores,/djavan/dois-amores.html,,"No dia em que cruzei contigo, me lembro, vi logo todo o filme que viria: eu nasci pra adorar voce pela vida afora e sempre até morrer   Mas outro cara atravessou meu caminho, vi logo que o filme se repetia, e agi pra pensar depois: como eu posso amar e tanto assim aos dois?   Outra boca, outro corpo outras mãos, eu sei vou falando assim pra me confessar Estou apaixonada Até já sonhei dois amores, outra lei nenhuma falta a ser perdoada.  Não me peça pra parar de te querer nunca me abandone sem ver razão nada é tudo ou nada. Se o meu coração puder ser de mais alguém deixa eu ir, deixa ser deixa estar, tudo bem.   ©1999 Luanda Edições Musicais Ltda. Ed. Musicais Tapajós (EMI)"
Dona do Horizonte,/djavan/dona-do-horizonte.html,vidas pra contar,"Eu já nasci Minha mãe quem diz Predestinado ao canto Ela falou Que eu tinha o dom Quando eu estava Na soleira Dos meus poucos anos! Foi indo assim, quando dei por mim Já não fazia outra coisa Cantava ali, só pra ela ouvir E me dizer coisas tão boas Por exemplo Quero vê-lo o mais querido Como nosso Orlando Hei de ler seu nome escrito Em placa de avenida Não vai mudar, toda mãe é assim Mãe é o nome do amor! Logo cresci Minha mãe ali Dona do horizonte Me fez ouvir Dalva de Oliveira E Angela Maria todo dia Deusas que adorava Tinha prazer Em me levar pra ver Luiz Gonzaga cantar Não sem deixar De advertir Pra que eu estudasse sempre mais E sem descanso Quero vê-lo o mais querido Como nosso Orlando Hei de ler seu nome escrito Em placa de avenida Não vai mudar, toda mãe é assim Mãe é o nome do amor!"
Dor E Prata,/djavan/dor-e-prata.html,Alumbramento,"Pão é ouro prata é lei dor é nylon bis amor é vidro eu e Deus crescer é como trair de repente amanhecer já na hora de partir pra vida viver é mais que crescer é querer achar o fim Do saber, da lei, da vida Do nada De tudo, de si pão é ouro prata é lei dor é nailon bis amor é vidro eu e deus crescer é como trair de repente amanhecer já na hora de partir pra vida viver é mais que crescer é querer achar o fim Do saber, da lei, da vida Do nada De tudo, de si  © 1979 Edições Musicais Tapajós Ltda. (EMI)"
Dores Gris,/djavan/dores-gris.html,Vesúvio,"Sei que não sei Sair de onde quero ficar O meu lugar É aonde eu ainda não fui Vivo assim como quem nem nasceu Esperando você para amar e viver A poesia Quanto mais lida, mais ganha vida Com seu amor Um ser melhor serei  O vento austral sopra longitudinal As melenas da nau solidão E as dores gris de quem ama e não é feliz É uma praga que dá na raiz Pois sem você não saberei quem sou Ou o que faço com tanto amor  Sei que não sei Sair de onde quero ficar O meu lugar É aonde eu ainda não fui Vivo assim como quem nem nasceu Esperando você para amar e viver A poesia Quanto mais lida, mais ganha vida Com seu amor Um ser melhor serei  O vento austral sopra longitudinal As melenas da nau solidão E as dores gris de quem ama e não é feliz É uma praga que dá na raiz Pois sem você não saberei quem sou Ou o que faço com tanto amor"
Dorme Sofia,/djavan/dorme-sofia.html,Vaidade,"Na na na na na, na na na na na A Sofia vai dormir A Sofia vai nanar  Na na na na na, na na na na na A Sofia com esse olhão, como pode dormir  Dorme Sofia, dorme Sofia, dorme Sofia, dorme Dorme Sofia, dorme Sofia, dorme Sofia, dorme  Na na na na na, na na na na na A Sofia vai dormir A Sofia vai nanar  Dorme Sofia, dorme Sofia, dorme Sofia, dorme Dorme Sofia, dorme Sofia, dorme Sofia, dorme Na na na na na"
Dou-Não-Dou,/djavan/dou-nao-dou.html,Djavan - Novelas,Você me faz sofrer E diz que chorar Não faz mal a ninguém Eu quero ver meu bem Quando ôce vai Querer crescer Não vê que além de ti Não existirá No mundo mais ninguém Também se mais houver É loucura  Refaça e diga Que quer me namorar Criatura do céu E a gente faz amor Quando tiver Que acontecer Se eu te desejo Logo posso esperar Que um dia vou ver A fera ronronar Com doçura  Aí quem sabe A gente emenda Aí quem sabe a gente vá depois da explosão Do vem-meu-bem Dou-não-dou Se apaixonar O tempo passa o amor aumenta E tudo passa A ser demais E a sensação De conviver Com a dor Cai...
Drão,/djavan/drao.html,,"Drão O amor da gente é como um grão Uma semente de ilusão Tem que morrer pra germinar Plantar n'algum lugar Ressuscitar no chão Nossa semeadura Quem poderá fazer Aquele amor morrer Nossa caminhadura Dura caminhada Pela estrada escura  Drão Não pense na separação Não despedace o coração O verdadeiro amor é vão Estende-se infinito Imenso monolito Nossa arquitetura Quem poderá fazer Aquele amor morrer Nossa caminha dura Cama de tatame Pela vida afora  Drão Os meninos são todos sãos Os pecados são todos meus Deus sabe a minha confissão Não há o que perdoar Por isso mesmo é que há De haver mais compaixão Quem poderá fazer Aquele amor morrer Se o amor é como um grão Morre nasce trigo Vive morre pão Drão, Drão"
Dupla Traição,/djavan/dupla-traicao.html,,"Você chegou Você me viu Você falou Você me iludiu Me beijou E agora amor? Você dormiu, se retirou e eu fiquei Você destruiu o que fez E agora, amor? Na minha opinião Isso é dupla traição Se você não sabe pedir perdão Volta que eu quero morrer de alegria Depois agradecer  © copyright 1977 BMG Music Publishing Brasil"
É Hora,/djavan/e-hora.html,Djavan - Novelas,É hora de trabalhar Na hora de receber BIS É hora de se comer O pão que o diabo amassou  Me conta como foi o dia Me conta o que restou Pro dia de amanhã Não é necessário dizer Periga Você chorar e eu sorrir E o povo inteiro a perguntar Porque o rio deságua no mar?   © 1977 Warner/Chappell
E Que Deus Ajude,/djavan/e-que-deus-ajude.html,A Voz e o Violão,"Parapara Eu vou mudar de profissão Eu vou ser cantor Eu vou pro Rio de Janeiro BIS No Expresso Brasileiro pelo mês de fevereiro Já cansei de ser ferreiro Seu doutor, oh seu doutor  O meu som alagoano Conquistou americano vivo vindo dos Estados Unidos  E pra saber meu paradeiro Lá no Rio de Janeiro Consultei meu padroeiro Meu amigo O meu amigo, o meu amigo falou: Vá com fé e Deus E que Deus ajude Que Deus te cuide deus não ilude   © 1975 BMG Music Publishing Brasil"
É Sério,/djavan/e-serio.html,,"Meu peito exposto flecha mortal Será que é bem, será que é mal, Será amor bandido?  Eu vou levando vida normal Não te conheço e nem te esqueço, quero, te quero, te quero  e é sério, sim, se o destino fez você gostar de mim.  Será por que quis na minha vida alguém como você?   © 1999 Luanda Edições Musicais Ltda. Ed. Musicais Tapajós (EMI)"
Êh! Êh!,/djavan/eh-eh.html,D,"Meu coração tá assim deserto Como a saudade Tá sem paz, sem liberdade Precisa se refazer O estrago da tempestade Também preciso entender Que o amor deixa saudade Êh, Êh  Assim está meu coração Atolado em lodo e lama Soterrado nesse drama Mas respirando a esperança Meu peito está desse jeitinho Batendo descompassado Tá ferido e magoado Chorando que nem criança  Coração de poeta Faz do amor sua meta Se o amor tem seu poder Dessa eu não vou morrer Vou reconstruir meu sonho Buscando outros sinais Ninguém vai me ver tristonho Jamais Jamais duvidei do amor e não duvidarei"
Embola Bola,/djavan/embola-bola.html,A Voz e o Violão,"Embola a bola embora Sem rebolar BIS Embola a bola embora Sem rebolar  Passo nessa vida Como passo na avenida Entre nobres e caras-de-pau Sufocados no mesmo ideal Mas, à mercê De um falso alento Eu me deito Esperando Sorrindo ou xingando O que jamais Teceu-me consideração dança que marcou Eu não   © 1976 BMG Music Publishing Brasil"
Encontrar-Te,/djavan/encontrar-te.html,vidas pra contar,"Qualquer lugar Em que eu vá Encontrar-te Com o desejo À flor da pele Por fim Destacaria o teu agir E o modo de sentir Como sendo vitais Pra mim Não é possível Descrever Como me encantas Mais que o outono Faz com os vales De abril Tu tens a natureza Aos pés Por isso é que tu és Estrela, mesmo Em céu de anil Há paixão nos ares Mas só no amor Se vai longe Seja eu de mais ninguém Não é porque queres Que é só teu O meu pensamento Sei que tenho A ti também O espetáculo em teu olhar Fez escândalo A boca é farta Entre beijar e dizer Não faço nada sem te ouvir E há muito decidi Amar-te enquanto Eu viver"
Enguiçado,/djavan/enguicado.html,vidas pra contar,"Tanto nego errado Enguiçado Dado a viver Com a coisa errada Inclinado a tudo ceder Se bem combinado Em qualquer lado pode estar Pouco importa o mal Que se vai causar Até treinamento Pra sair de ""situação"" Sob juramento Se diz sim Quando é pra ser não Vive dando o bote Em escala abismal Um a mais, outro mais Ou cem é normal Se hoje está ali É porque aqui não dá Mais nenhum Deixou de render algum Quando vai deixar De se interessar Por coisa ruim Se antes não era assim Muita falsidade Pouca glória, nenhum elã Uma pobre história Que foi grande E hoje é anã Seu comportamento Desastroso me quebrou Disse: “vou ali, venho já” Se encantou por lá Nunca mais voltou"
Entre Outras Mil,/djavan/entre-outras-mil.html,Vesúvio,"O passarinho deixou o ninho cheio de esperança Hoje vaga na lembrança O encanto se quebrou Ficou assim, não mais voou e nem mais nada Com a asa machucada E o coração sem amor  Eis-me aqui E, de novo, sempre a correr igual ao povo Em busca de alguém que me queira bem Sendo como eu sou Que seja alguém com perfil Peculiar, entre outras mil Quiçá até me venha a chamar de seu E eu poder dizer que o mundo é meu  O passarinho deixou o ninho cheio de esperança Hoje vaga na lembrança O encanto se quebrou Ficou assim, não mais voou e nem mais nada Com a asa machucada E o coração sem amor  Eis-me aqui E, de novo, sempre a correr igual ao povo Em busca de alguém que me queira bem Sendo como eu sou Que seja alguém com perfil Peculiar, entre outras mil Quiçá até me venha a chamar de seu E eu poder dizer que o mundo é meu E eu poder dizer que o mundo é meu"
Esfinge,/djavan/esfinge.html,Luz,O mar Vazou de uma paixão Atravessou Meus olhos Encheu a minha mão Caiu no chão Em doces gotas de amor  Evaporou na noite Nublou o céu de estrelas E derramou manhã  Se o amor Sabe tudo fazer Pode ter um jeito De acasalar O canto do mar Com minha voz de cantor E fazer do meu canto Um brado tão fundo Que só um grande amor atinge Pra amolecer o mundo  E seu coração De esfinge E seu coração De esfinge E seu coração De esfinge
Esplendor (Part. Jorge Drexler),/djavan/esplendor-part-jorge-drexler.html,Vesúvio,"No hay otro romance Mi luz que de alcance A tal esplendor Serás la primera Y única bandera De un gran amor Mas cuando estás lejos Tiemblan los espejos No encuentro mi voz  Sólo sé de mí Desde tu mirar Lo que no nazca en ti No me alcanzará Donde sea que estés Siempre encontraré Remanso de paz  Ser de quien nos quiere, es tener Tendrás sólo el amor que des Soy quien soy por amarte  No hay otro romance Mi luz que de alcance A tal esplendor Serás la primera Y única bandera De un gran amor Mas cuando estás lejos Tiemblan los espejos No encuentro mi voz  Sólo sé de mí Desde tu mirar Lo que no nazca en ti No me alcanzará Donde sea que estés Siempre encontraré Remanso de paz  Ser de quien nos quiere, es tener Tendrás sólo el amor que des Soy quien soy por amarte Ser de quien nos quiere, es tener Tendrás sólo el amor que des Soy quien soy por amarte, por amarte Soy quien soy por amarte"
Esquinas,/djavan/esquinas.html,Ao Vivo - Vols. 1 e 2,"Esquinas/Djavan  Só eu sei, as esquinas por que passei Só eu sei, só eu sei Sabe lá, o que é não ter e ter que ter pra dar Sabe lá, sabe lá E quem será, nos arredores do amor Que vai saber reparar Que o dia nasceu Só eu sei Os desertos que atravessei Só eu sei, só eu sei Sabe lá, o que é morrer de sede Em frente ao mar Sabe lá, sabe lá E quem será na correnteza do amor Que vai saber se guiar A nave em breve ao vento vaga De leve e traz toda a paz Que um dia o desejo levou So eu sei As esquinas porque passei Só eu sei, só eu sei E quem será na correnteza do amor Que vai saber se guiar A nave em breve ao vento vaga De leve e traz toda a paz Que um dia o desejo levou Só eu sei, as esquinas porque passei"
Estátua de Sal,/djavan/estatua-de-sal.html,Vaidade,"Que você não me faça jus A gente até que releva Mas você bem que tem um plus Isso ninguém pode negar E são tantos momentos bons Apesar dos senões Você sabe a hora certa De trocar a pele Da vilã Por alguém de mente aberta De quem quase sempre sou fã Você tem uma coisa boa que Às vezes soa estranho E um esplendor Encontrado em cada nota do soul, soul Ou no mar quando o sol ascender Deusa do amor ou Estátua de sal Qual será você Que vai dizer quem sou Prá que eu não vá Errar e me perder?"
Estória de Cantador,/djavan/estoria-de-cantador.html,Para Sempre: Djavan,Me apareceu tal rainha qual estrela pelo chão No decote a sianinha e a fileira de botão Elogiei seu vestido pra dizer que era nobre Feito um rei oferecido eu estou às suas ordens  As ordens foram servidas com muito amor e paixão De mil juras prometidas surge um único varão Na festa de Deus-menino após dois anos de corte Levou um menino à lida quase me levou à morte  O que sobrou de nós dois não dá nem pra repartir O pior veio depois quando pude conferir Pelos traços desse filho dá pra ler a minha estória Um sofrer que vem de longe acobertado de glória
Eu Te Devoro,/djavan/eu-te-devoro.html,Ao Vivo - Vols. 1 e 2,"Teus sinais Me confundem da cabeça aos pés Mas por dentro eu te devoro Teu olhar Não me diz exato quem tu és Mesmo assim eu te devoro Te devoraria a qualquer preço Porque te ignoro ou te conheço Quando chove ou quando faz frio Noutro plano Te devoraria tal Caetano A Leonardo di Caprio É um milagre Tudo o que Deus criou Pensando em você Fez a via-láctea Fez os dinossauros Sem pensar em nada Fez a minha vida E te deu Sem contar os dias Que me faz morrer sem saber de ti Jogado à solidão Mas se quer saber Se eu quero outra vida, Não, não.  Eu quero mesmo é viver Pra esperar, esperar Devorar você    © 1998 Luanda Edições Musicais Ltda."
Êxtase,/djavan/extase.html,Seduzir,"Eu devia ter sentido o teu rancor mas tava doido num jogo do vasco-o-o-ô! eu fiquei cego na estrada de damasco e armei num botequim virei a mesa tava em êxtase que nem santa teresa eu devia ter partido a tua cara mas eu era um são sebastião flechado mais um seu zé mané,ungido e mal pago escada pro céu na rua da passagem aura marginal do morto na garagem barrabás,querubim,pinel eu, xará um bárbaro arataca saqueando roma eu,xará, um bêbado babaca em estado de coma eu,xará,o cordeiro de Deus, o bode expiatório a testemunha ocular que não tem nada a ver o condenado que não tem nada a perder o mordomo na chanchada de suspense o presunto na baixada fluminense."
Faltando Um Pedaço,/djavan/faltando-um-pedaco.html,,"O amor é um grande laço Um passo pr'uma armadilha Um lobo correndo em círculo Pra alimentar a matilha Comparo sua chegada Como a fuga de uma ilha Tanto engorda quanto mata Feito desgosto de filha, De filha  O amor é como um raio Galopando em desafio Abre fendas, cobre vales Revolta as águas dos rios Quem tentar seguir seu rastro Se perderá no caminho Na pureza de um limão Ou na solidão do espinho  O amor e a agonia Cerraram fogo no espaço Brigando horas a fio O cio vence o cansaço E o coração de quem ama Fica faltando um pedaço Que nem a lua minguando Que nem o meu nos seus braços  X® ((*..*))"
Farinha,/djavan/farinha.html,Milagreiro,"A farinha é feita de uma planta da família das euforbiáceas, euforbiáceas de nome manihot utilíssima que um tio meu apelidou de macaxeira e foi aí que todo mundo achou melhor!...  A farinha tá no sangue do nordestino eu já sei desde menino o que ela pode dar e tem da grossa, tem da fina se não tem da quebradinha vou na vizinha pegar pra fazer pirão ou mingau farinha com feijão é animal!  O cabra que não tem eira nem beira lá no fundo do quintal tem um pé de macaxeira a macaxeira é popular é macaxeira pr`ali, macaxeira pra cá e em tudo que é farinhada a macaxeira tá você não sabe o que é farinha boa farinha é a que a mãe me manda lá de Alagoas..."
Fato Consumado,/djavan/fato-consumado.html,"Djavan na Pista, Etc","Eu quero ver você mandar na razão Pra mim não é qualquer notícia que abala um coração Eu quero ver você mandar na razão Pra mim não é qualquer notícia que abala um coração Eu quero ver você mandar na razão Pra mim não é qualquer notícia que abala um coração Se toda hora é hora de dar decisão, eu falo agora No fundo eu julgo o mundo um fato consumado e vou embora Não quero mais, de mais a mais, me aprofundar nessa história Arreio os meus anseios, perco o veio e vivo de memória Eu quero é viver em paz Por favor me beije a boca Que louca, que louca! Eu quero é viver em paz Por favor me beije a boca Que louca, que louca!"
Fera,/djavan/fera.html,Matizes,"Você é coisa demais Que mau eu não saber lidar Com tudo isso de uma vez Eu sei, mas eu vou dar tudo Vou enfrentar um mundo assustador Pra conquistar o coração da fera Que me fere com amor Cai o sol no mar É um milagre eu não me afogar com a tarde Sou quem arde cego de paixão Abra a porta então Deixe eu pensar que por ser assim sou amado Perdido ou desejado, Estar contigo me faz tão bem É amor, bem E eu nem sei se você vai me amar Ninguém, só você, meu bem Pode fazer meu coração sofrer.   (fonte: site oficial)"
Figura,/djavan/figura.html,,"A mim não importa ser a sombra quando você é a figura ser a situação quando você é o assunto  eu nasci pra estar ao seu lado mesmo se não estamos juntos e é por isto que quando gritas permane‚o calado como o sol determina retrato falado, meu pé de laranja lima nós somos assim como um desenho talvez reflexo e refletor  você, as imagens que tenho as que quero as que tenho amor   © 1993 Luanda Edições Musicais Ltda. GPA Edições Musicais LTDA"
Flor de Lis,/djavan/flor-de-lis.html,Ao Vivo - Vols. 1 e 2,"Valei-me, Deus! É o fim do nosso amor Perdoa, por favor Eu sei que o erro aconteceu Mas não sei o que fez Tudo mudar de vez Onde foi que eu errei? Eu só sei que amei, Que amei, que amei, que amei  Será talvez Que minha ilusão Foi dar meu coração Com toda força Pra essa moça Me fazer feliz E o destino não quis Me ver como raiz De uma flor de lis  E foi assim que eu vi Nosso amor na poeira, Poeira Morto na beleza fria de Maria  E o meu jardim da vida Ressecou, morreu Do pé que brotou Maria Nem margarida nasceu.  E o meu jardim da vida Ressecou, morreu Do pé que brotou Maria Nem margarida nasceu.   © 1976 BMG Music Publishing Brasil."
Flor do Medo,/djavan/flor-do-medo.html,Vaidade,"Venha me beijar de uma vez Você pensa demais pra decidir Venha a mim de corpo e alma Libera e deixa o que for nos unir Não vá fugir mais uma vez Vença a falta de ar que a flor do medo traz Tente pensar Pode até ser mal e tal Mas pode até ser que seja demais  Tudo vai mudar Posso pressentir Você vai lembrar e rir Alguma dor que não vai matar ninguém Pode ser vista, nos rondar Não precisa se assustar Isso é clamor De amor  Venha me beijar de uma vez Feito nuvem no ar sem aflição Vem a mim de corpo e alma Libera a paz do meu coração Não vá se perder outra vez Nesse mesmo lugar por onde já passou Tente pensar Pode até ser sonho e tal É, mas pode até ser que seja o amor  Tudo vai mudar Posso pressentir Você vai lembrar e rir Alguma dor que não vai matar ninguém Pode ser vista, nos rondar Não precisa se assustar Isso é clamor De amor  Venha me beijar de uma vez Feito nuvem no ar sem aflição Vem a mim de corpo e alma Libera a paz do meu coração Não vá se perder outra vez Nesse mesmo lugar por onde já passou Tente pensar Pode até ser sonho e tal É, mas pode até ser que seja o amor"
Florir,/djavan/florir.html,Não É Azul Mas É Mar,"Quanto dá de ti pra meu viver, florir entre ares de verìo não demore a vir matar a minha sede de cair na tua rede pra saber o tesão que voce é voce é um triz que vai me fazer feliz voce tem o sol na mão ilumina aqui ou eu sinto medo tua chama é meu segredo só eu sei o tesão que passei quem te ve e não quer é louco ou azarou, azarou e não se deu bem quem te imaginou oh, oh, oh, se chamava amor oh, oh, oh e o que vou fazer nasci pra te querer és o meu amor   ©1987 Luanda Edições Musicais Ltda."
Iluminado,/djavan/iluminado.html,D,Fazer o bem É sempre uma coisa dada Sem esperar nada Sem olhar a quem Vamos sorrir Pra não cair em cilada Quem não ri de nada Não sabe o que tem O que fazer? Tudo é possível Como um dia de sol É jogar o anzol Esperar Pra ver o que vem Que venha a nós Voz de todo canto Num alento guiado pelo vento Trazendo o melhor que tem Vem cantar Pra tudo aqui ficar Iluminado Iluminado Iluminar Canta aí Pra tudo aqui seguir Iluminado Iluminado Pra que possa Andar
Imposto,/djavan/imposto.html,Matizes,"IPVA, IPTU CPMF forever É tanto imposto Que eu já nem sei!... ISS, ICMS PIS e COFINS, pra nada... Integração Social, aonde? Só se for no carnaval Eles nem tchum Mas tu paga tudo São eles os senhores da vez Tu é comum, eles têm fundo Pra acumular, com o respaldo da lei Essa gente não quer nada É praga sem precedente Gente que só sabe fazer Por si, por si Tudo até parece claro À luz do dia Mas claro que é escuso Não pense que é só isso Ainda tem a farra do I.R. Dinheiro demais! Imposto a mais, desvio a mais E o benefício é um horror Estradas, hospitais, escolas Tsunami a céu aberto, Não está certo. Pra quem vai tanto dinheiro? Vai pro homem que recolhe O imposto Pois o homem que recolhe O imposto É o impostor    (fonte: site oficial)"
Infinito,/djavan/infinito.html,Lilás,Tô perdido por alguém Não consigo ver nada além Do que eu digo nada sei Compreender o amor Não é de hoje Já vai longe E nem sinal Hoje Estou longe Preso a você Livre na prisão Sem castigo Faz chorar Distraído rói devagar É pedindo que Deus dá Por falar no amor Acho que vou buscar Viver por você Ou me acabar Quem mandou me acorrentar Fazer-me refém Nas grades do amor Te vejo lá no luar Te espero lá do sol.
Infinitude,/djavan/infinitude.html,Milagreiro,"Eu vou cantar pra você do que é feito o novo amor: de um outro amar, que é ceder pela unidade de todos nós reinventar, reviver, ressignificar o amor, que esse que está já não dá, caducou essa já não é mais a época de se ligar na própria dor! e guerrear, sempre em nome do amor pois o que ele quer é crescer o mais que der até a infinitude do olhar, do ouvir, nas mãos em algum jardim, da gente da terra enfim crescer,buscar, até chegar a Deus pra amar essa terra e os seus   © 1992 Luanda Edições Musicais Ltda. Mubairi (Luanda)"
