Nome da Música,link,album,letra
Causa Mortis (Gessinger Trio),/engenheiros-do-hawaii/causa-mortis-gessinger-trio.html,,"Dia após dia, cada vez mais fria Você matou sua mãe pra estudar anatomia Ano após ano, seu sorriso insano Você matou seu pai com veneno no cinzano  Você matou o presidente norte-americano Você era democrata, ele, republicano Você matou sua avó ouvindo mano-a-mano Matou seu avô-não me diz que foi engano !não! não vou ficar aqui Pra alimentar seu bisturí !não! você não me seduz Com seu jeitinho cão andaluz  Você matou sua tia, morte por asfixia Matou seu tio com tiro de fuzil Matou sua irmã com veneno na maçã Com tiros de canhão, matou seu irmão  Você matou todo mundo (era esse seu plano) Matou sua sede (bebendo sangue humano) Matou a charada (vai resolver o plano) Matou muita aula (vai repetir o ano) !não! não vou ficar aqui Pra alimentar seu bisturi !não! você não me seduz Com seu jeitinho cão andaluz"
Chuva de Containers,/engenheiros-do-hawaii/chuva-de-containers.html,Infinita Highway,Falta pão o pão nosso de cada dia Sobra pão o pão que o diabo amassou Triste vocação A nossa elite burra Se empanturra de biscoito fino Somos todos nordestinos Passageiros clandestinos Dos destinos da nação Triste destino Engolir sem mastigar Chuva de containers Entertainers no ar Noir Falta pão o pão nosso de cada dia Sobra pão o pão que o diabo amassou triste vocação a nossa elite burra se empanturra de biscoito fino triste sina América Latina não escaparemos do vexame não caberemos todos em Miami Ame-o ou deixe-o OUVIRAM DO IPIRANGA AS MARGENS PLÁCIDAS OS TROVÕES DA CHUVA ÁCIDA A ACIDEZ OCEÂNICA DE UMA LARANJA MECÂNICA Falta pão o pão nosso de cada dia Sobra pão o pão que o diabo amassou Falta circo no mundo que nos cerca Sobra circo é só pular a cerca Sobra circo... falta pão Falta circo... sobra pão Camila Paiva...
Cidade Em Chamas,/engenheiros-do-hawaii/cidade-em-chamas.html,Infinita Highway,"As chances estão contra nós Mas nós estamos por aí A fim de sobreviver Como um avião sobrevoa A cidade em chamas A cidade em chamas No meio da confusão Andando sem direção A fim de sobreviver Só pra ver como brilha A cidade em chamas A cidade em chamas Em Se o que eu digo não faz sentido Não faz sentido, ficar ouvindo Em Mas o que eu digo não é mentira Não faz sentido ficar mentindo enquanto as bombas caem do avião Deixando de recordação A cidade em chamas A cidade em chamas Em Já ouvimos esta história Sabemos como acaba Acontece quase tudo Não muda quase nada Em Já vimos este filme Sabemos como acaba Explodem quase tudo Não sobra quase nada Então, só resta uma solução Sair no meio da sessão Pra ver a cidade em chamas A cidade em chamas Em As chances estão contra nós Mas nós estamos por aí A fim de sobreviver Em No meio da confusão Andando sem direção A fim de sobreviver Enquanto as bombas caem do avião Deixando de recordação A cidade em chamas A cidade em chamas Em Não basta ter coragem É preciso estar sozinho É preciso trair tudo E trazer a solidão Em Eu sei que eles tem razão Mas a razão é só o que eles tem quantas bocas se fecharão Quando a bomba beijar o chão Da cidade em chamas? A cidade em chamas... Em As chances estão contra nós Em Mas nós estamos por aí A fim de sobreviver Em Como um avião sobrevoa Em A cidade em chamas Camila Paiva..."
Cinza,/engenheiros-do-hawaii/cinza.html,Novos Horizontes,"O mundo é teu, é teu umbigo chapado e aquecido deve ser o fogo amigo queimando tudo, joio e trigo  corre mundo um aviso corre risco teu umbigo se correr o bicho pega e se ficar corre perigo  bruxas dançam na fogueira inimigos na trincheira um calor infernal congela teu sorriso e o paraíso tropical  sangue, suor e óleo diesel com limão e muito gelo arco íris made in china de bobeira a beira da piscina o mundo é teu até o final pra sempre em tempo real  bruxas dançam na fogueira inimigos na trincheira um calor infernal congela o paraíso o sorriso é glacial  vamos visitar o passado, mundo distante, passado muito além onde a pessoa não valia pelo que ela é, só valia por aquilo que ela tem vamos assistir ao naufrágio de um titanic pesado e frágil que foi a peia sem dó nem piedade pela febre da ganância, pela falta de humildade vamos perdoar aquela gente que não soube enxergar um pouquinho na frente e secou até a última fonte, queimou a floresta, matou a semente vamos celebrar a nova civilização que nasceu da destruição e já nasceu cuidando do que tem pra não ter que aprender perdendo tudo, também  bruxas dançam na fogueira inimigos na trincheira um calor infernal congela teu sorriso no paraíso virtual  corre risco teu sorriso corre atrás do prejuízo"
Concreto E Asfalto,/engenheiros-do-hawaii/concreto-e-asfalto.html,Tchau Radar,(by R.Shazzy)  Se eu fosse embora agora Será que você entenderia Que há um tempo certo para tudo Cedo ou tarde chega o dia  Se eu fosse sem dizer palavras Será que você escutaria O silêncio lhe dizendo Que a culpa não foi sua  É que eu nasci com o pé na estrada Com a cabeça lá na lua  Não vou ficar... Não vou ficar...  Fiz bandeira desses trapos Devorei concreto e asfalto Fiz bandeira desses trapos Devorei concreto e asfalto  Tenho feito meu caminho Volta e meia fico só Reconheço os meus defeitos E o efeito dominó  Mas se eu ficasse ao seu lado De nada adiantaria... Se eu fosse um cara diferente... Sabe lá como eu seria...  Não vou ficar... Não vou ficar...  Fiz bandeira desses trapos Devorei concreto e asfalto Fiz bandeira desses trapos Devorei concreto e asfalto  Fiz o meu caminho... Devorei concreto e asfalto Fiz o meu caminho... Devorei concreto e asfalto
Coração Blindado,/engenheiros-do-hawaii/coracao-blindado.html,Novos Horizontes,coração blindado (gessinger/fonseca/ayala/aranha/pedro a.)   fácil falar fazer previsões depois que aconteceu fácil pintar o quadro geral da janela de um arranha-céu  sem ter que sujar as mãos sem ter nada a perder sem o risco de pagar pelos erros que cometeu  fácil achar o caminho a seguir num mapa com lápis de cor moleza mandar a tropa atacar na tela do computador  sem o cheiro sem o som sem ter nunca estado lá sem ter que voltar pra ver o que restou  com a coragem que a distância dá em outro tempo em outro lugar fica mais fácil  fácil demais fazer previsões depois que aconteceu fácil pensar nas condições ideais que nunca existirão  sempre à distância sem noção o que rola pelo chão não são as peças de um jogo de xadrez  com a coragem que a distância dá em outro tempo em outro lugar tudo é tão fácil
Crônica,/engenheiros-do-hawaii/cronica.html,Infinita Highway,Já não passa nenhum carro por aqui Já não passa nenhum filme na TV Você que enrola outro cigarro por ai E não da bola pro que vai acontecer Mais um pouco mais um século termina Mais um louco pede troco na esquina Tudo isso ja faz parte da rotina E a rotina ja faz parte de você Que têm idéias tão modernas É o mesmo homem que vivia nas cavernas Você que têm idéias tão modernas É o mesmo homem que vivia nas cavernas Todo mundo ja tomou a Coca-Cola E a Coca-Cola ja tomou conta da China Todo cara luta por uma menina E a Palestina luta pra sobreviver E a cidade cada vez mais violenta Tipo Chicago nos anos 40 E você cada vez mais violento No seu apartamento ninguém fala com você Que têm idéias tão modernas É o mesmo homem que vivia nas cavernas Você que têm idéias tão modernas
Cruzada,/engenheiros-do-hawaii/cruzada.html,Tchau Radar,"não sei andar sozinho por essas ruas sei do perigo que nos rodeia pelos caminhos não há sinal de sol mas tudo me acalma no seu olhar não quero ter mais sangue morto nas veias quero o abrigo do seu abraço que me incendeia não há sinal de cais mas tudo me acalma no seu olhar  você parece comigo nenhum senhor me acompanha você também se dá um beijo dá abrigo flor nas janelas da casa olho no seu inimigo você também se dá um beijo dá abrigo se dá um riso dá um tiro  não sei andar sozinho por essas ruas sei do perigo que nos rodeia pelos caminhos não há sinal de sol mas tudo me acalma no seu olhar  você parece comigo nenhum senhor me acompanha você também se dá um beijo dá abrigo flor nas janelas da casa olho no seu inimigo você também se dá um beijo dá abrigo se dá um riso dá um tiro  você parece comigo nenhum senhor lhe acompanha você também se dá um beijo dá abrigo flor nas janelas da casa olho no seu inimigo você também se dá um beijo dá abrigo se dá um riso dá um tiro se dá um beijo dá abrigo se dá um riso dá um tiro se dá um beijo dá abrigo um tiro, abrigo se dá um riso dá um tiro"
Curtametragem,/engenheiros-do-hawaii/curtametragem.html,Infinita Highway,Como qualquer curtametragem Tropicalismo bossa nova rei Pelé Como qualquer curtametragem Brasil turismo Amazônia ciclo do café Como qualquer picaretagem Mãos ao alto não se mexa fique onde está A vida é uma viagem passagem só de ida Há quem diga que não vale  Curtametragem quinto take  Como qualquer curtametragem Tropicalismo bossa nova rei Pelé Como qualquer curtametragem Brasil turismo Amazônia ciclo do café Como qualquer picaretagem Mãos ao alto não se mexa fique onde está A vida é uma viagem passagem só de ida Há quem diga que não vale  Há quem mate pra viver A vida é uma viagem Bebida sem gelo Engolida às pressas Às vésperas da sede
Dançando No Campo Minado,/engenheiros-do-hawaii/dancando-no-campo-minado.html,Dançando no Campo Minado," eu devo estar ficando louco ?será que eu escutei errado? a vida no maior sufoco e os caras de papo furado  todo cuidado é pouco nem pense em ficar parado estamos no melhor da festa dançando no campo minado os sinais estão no ar nas esquinas do país mensagem pelo celular água batendo no nariz  eu devo estar ficando louco ?será que eu escutei errado? a vida no maior sufoco e os caras de papo furado  ?será que eu vivo em outro mundo distante e inexplorado? na hora da invasão,silêncio dançamos no campo minado os sinais estão no ar no chão da praça da matriz mensagem pelo celular cortar o mal pela raiz  os sinais estão no ar os sinais estão no ar"
Datas E Nomes,/engenheiros-do-hawaii/datas-e-nomes.html,Surfando Karmas & DNA,"Aceite o mal que eu fiz a mim mesmo como um cachimbo da paz depois da explosão e, se não for pedir demais, um último beijo e, se não for pedir demais, mata esta vontade de viver Amanhã vamos rir de tudo isso amanhã vamos trocar datas e nomes amanhã o vinho vai brindar a uva Amanhã Entenda os sinais, a mudança dos tempos lá vem vendaval na loja de cristais e, se não for pedir demais, bola pra frente semente no chão, bomba relógio na mão Amanhã vamos rir de tudo isso amanhã vamos trocar datas e nomes amanhã o vinho vai brindar a uva Amanhã Hey menina, sei que o tempo cicatriza hey menina, vamos rir do que nos fez chorar amanhã amanhã Camila Paiva..."
De Fé,/engenheiros-do-hawaii/de-fe.html,,"Sempre que eu preciso Me desconectar Todos os caminhos Levam ao mesmo lugar É meu esconderijo O meu altar Quando todo mundo Quer me crucificar  Eu só quero estar Com você Ficar com você  Quando o tempo fecha E o céu quer desabar Perto do limite Difícil de aguentar Eu volto pra casa E te peço pra ficar Em silêncio Só ficar  Eu tenho muitos amigos Tenho discos e livros Mas quando eu mais preciso Eu só tenho você  Tenho sorte e juízo Cartão de crédito E um imenso disco rígido Mas quando eu mais preciso Eu só tenho você Quando eu mais preciso Eu só tenho você  Tenho a consciência em paz (Só tenho você) Tenho mais do que eu preciso (Só tenho você) Mas, se eu preciso de paz Eu só tenho você Tenho muito mais dúvidas Do que certezas Hoje, com certeza Eu só tenho você  Eu tenho medo de cobras Já tive medo do escuro Tenho medo de te perder"
Delivery (demo Tchau Radar,/engenheiros-do-hawaii/delivery-demo-tchau-radar.html,,"Quero a força mais forte Quero a parte mais doce Quero o que eu não conheço O que não tem preço  Então vem....  Quero o que é improvável Pra provar o sabor Quero que você venha O inevitável é sempre melhor  Então vem...  Quero ir pra outro planeta Quero cores além do violeta Eu vou voltar pra querência, cansei da violência ""No pain, no gain"" é o que dizem  Então vem.....  Até onde a vista alcança não vejo ninguém Nos dois pratos da balança... tudo bem  Então vem..."
Depois de Nós,/engenheiros-do-hawaii/depois-de-nos.html,Acústico MTV - Engenheiros do Hawaii,"Depois de Nós (Acústico MTV)  Hoje os ventos do destino Começaram a soprar Nosso tempo de menino Foi ficando para trás Com a força de um moinho Que trabalha devagar Vai buscar o teu caminho, Nunca olha para trás  Hoje o tempo voa nas asas de um avião Sobrevoa os campos da destruição É um mensageiro das almas Dos que virão ao mundo Depois de nós  Hoje o céu está pesado, Vem chegando temporal Nuvens negras do passado, Delirante flor do mal Cometemos o pecado de não saber perdoar Sempre olhando para o mesmo lado Feito estátuas de sal  Hoje o tempo escorre dos dedos das nossas mãos Ele não devolve o tempo perdido em vão É um mensageiro das almas Dos que virão ao mundo Depois de nós  Meninos na beira da estrada Escrevem mensagens com lápis de luz Serão mensageiros divinos Com suas espadas douradas, azuis  Na terra, no alto dos montes Florestas do norte, cidades do sul Meninos avistam ao longe A estrela do menino Jesus"
Descendo A Serra,/engenheiros-do-hawaii/descendo-a-serra.html,Infinita Highway,'Tô' descendo a serra Cego pela cerração Salvo pela imagem Pela imaginação De uma bailarina no asfalto Fazendo curvas sobre patins  'Tô' descendo a serra Cego pela neblina Você nem imagina Como tem curvas esta estrada Ela parece uma serpente morta Às portas do paraíso  O inferno ficou para trás Com as luzes lá em cima O céu não seria rima Nem seria solução  Um dia de cão Um mês de cães danados Ordem no caos Olhos nublados Um cão anda em círculos Atrás do próprio rabo  Um dia de cão Um mês de cães danados Ordem no caos Olhos cansados Não há nada de novo No ovo da serpente  É sempre a mesma história É tão difícil partir É sempre a mesma história É impossível ficar É sempre mais difícil dizer adeus Quando não há nada mais pra se dizer  É muito mais difícil dizer adeus Quando não há nada mais pra se dizer...
Desde Aquele Dia,/engenheiros-do-hawaii/desde-aquele-dia.html,Infinita Highway,"Desde aquele dia Nada me sacia Minha vida tá vazia Desde aquele dia Parece que foi ontem Parece que chovia  Um rosto apareceu Uma heroína O rosto era o seu Seu rosto de menina Parece que foi ontem Parece que chovia  Desde aquele dia Minhas noites são iguais Se eu não vou à luta Eu não tenho paz Se eu não faço guerra Eu não tenho mais paz  Não aguento mais Um dia mais, um dia a menos São fatais Pra quem tem sonhos pequenos Sonhos tão pequenos Que nunca têm fim  Eu só queria saber O que você foi fazer no meu caminho Eu não consigo entender Eu não consigo mais viver sozinho  Eu só queria saber O que você foi fazer no meu caminho Eu não consigo entender Eu não consigo mais viver sozinho"
Desde Quando?,/engenheiros-do-hawaii/desde-quando.html,Infinita Highway,"Desde quando errar é humano? Desde quando humano é normal? Desde quando errando é que se aprende?  Dsde quando poluição é progresso? Desde quando progresso é melhor? Acho melhor começar tudo de novo Do que acabar pela primeira vez  Desde quando? Até quando?  Você insiste em dizer Que enxerga na escuridão Você insiste em dizer Que controla a situação Não minta agora, agora não  Desde quando viver é um sonho? Desde quando um sonho é preciso? Eu preciso do que eu quero Eu espero que você me dê  Desde quando ordem e progresso Nos levarão a algum lugar? Nem tudo que brilha é ouro Nem todo ouro pode nos salvar  Desde quando? Até quando?  Você insiste em dizer Que enxerga na escuridão Você insiste em dizer Que controla a situação Não minta agora, agora não  Desde quando poesia é verdade? Desde quando verdade vicia? Eu tô esperando que você me diga Desd'aquele dia  Rock'n'roll não é o que se pensa O que se pensa não é o que se faz O que se faz só faz sentido Quando vivemos em paz  Desde quando? Até quando?  Você insiste em dizer Que resiste à tentação Não minta agora, agora não.."
Deserto Freezer,/engenheiros-do-hawaii/deserto-freezer.html,Infinita Highway,"Se é o medo que te move não se mexa: fique onde está! se é o ódio que te inspira não respire o ar viciado deste lugar se é o medo que te move não se mexa: fique onde está! se é o ódio que te inspira não respire o ar viciado deste lugar eu tenho medo do medo que as pessoas têm eu tenho medo do medo que as pessoas têm o sol nasce pra todos todo dia de manhã o mal nasce do medo da escuridão nesse deserto freezer, carnaval e solidão andam lado a lado em perfeito estado de conservação é um navio fantasma, um cemitério de automóveis é um deserto freezer, 0 kelvin, perfeição eu tenho medo do medo que as pessoas têm eu tenho medo do medo que as pessoas têm o mal nasce do medo como o ovo e a galinha nasce do medo do medo que as pessoas têm eu tenho medo do medo que as pessoas têm eu tenho medo do medo que as pessoas têm o sol nasce pra todos todo dia de manhã o mal nasce do medo da escuridão eu tenho medo do medo que as pessoas têm eu tenho medo do medo que as pessoas têm o sol nasce pra todos todo dia de manhã eu tenho medo da escuridão Camila Paiva..."
Dom Quixote,/engenheiros-do-hawaii/dom-quixote.html,Novo Millennium: Engenheiros do Hawaii,"Muito prazer, meu nome é otário Vindo de outros tempos mas sempre no horário peixe fora d'água, borboletas no aquário Muito prazer, meu nome é otário na ponta dos cascos e fora do páreo puro sangue, puxando carroça  Um prazer cada vez mais raro aerodinâmica num tanque de guerra, vaidades que a terra um dia há de comer. Ás de espadas fora do baralho grandes negócios, pequeno empresário. Muito prazer me chamam de otário  Por amor às causas perdidas... Tudo bem...até pode ser que os dragões sejam moinhos de vento Tudo bem...seja o que for... Seja por amor às causas perdidas Por amor às causas perdidas  Tudo bem...até pode ser Que os dragões sejam moinhos de vento Muito prazer... Ao seu dispor Se for por amor às causas perdidas... Por amor às causas perdidas"
Duas Noites No Deserto,/engenheiros-do-hawaii/duas-noites-no-deserto.html,Dançando no Campo Minado,"Aprendi contigo a navegar em qualquer tempo, qualquer mar Aprendi contigo a desarmar as armadilhas do caminho Um ciclone atravessou as nossas vidas de repente tudo fora do lugar hoje eu sei, só a mudança é permanente de repente tudo está no seu lugar Um fim de semana em outro mundo pode ser a salvação pode ser loucura acreditar que ainda exista salvação só se for contigo só contigo duas noites no deserto um ciclone atravessou as nossas vidas de repente tudo fora do lugar hoje eu sei, só a mudança é permanente de repente tudo está no seu lugar duas noites no deserto duas noites no deserto duas noites no deserto segunda-feira tudo está no seu lugar Camila Paiva..."
E-storia,/engenheiros-do-hawaii/e-storia.html,,"-Cara, tu não vai nem acreditar : Continuo mergulhando sem saber nadar -Cara, 'cê não vai acreditá : Mas eu tô plantando Manga aqui na margem do Paranoá  -!Não acredito, cara! ?Quer trocar de lugar? (às vezes fico a fim de mandar tudo pro espaço )  -!Calma aí maninho...tô voltando pro pedaço! (se isso não der samba, pelo menos dá um abraço)  Refrão : Agora...Agora...Virando as voltas que essa vida dá Agora...Agora...Surfando Karmas e DNA  -Cara, tu não vai nem acreditar : Aqui em Porto Alegre anda tudo ZH -E, cara, 'você não vai acreditá : Aqui em Brasilia tem gente que gosta de trabalhar -Cara, tú não vai nem acreditar : Andei pensando no futuro com ortomolecular -!Legal mano, também vou experimentar! Mas se a coisa ficar preta o negócio é aquele chá -Cara, tú não vai nem acreditar : tava pensando mesmo nisso antes de conectar  Refrão.  -Adriane e Clara mandam beijos pra vocês (coisas que não cabem nos encartes dos CDs) -Talvez no final do ano ou talvez no final do mês dou um pulo em Porto Alegre ( Silva Jardim 433)   Cara tu não vai nem acreditar (nem acreditar ...) Cara tu não vai nem acreditar (nem acreditar ...)  Master de TC, Flap de SP2 ( Jogam bombas em Nova Iorque ) nós dois a pé na Carlos Gomes, camburão pintou depois (Jogam bombas em Cabul ) crepe de banana...advogados de havana não pergunte quem foi Ana nem o que é ""trottoir"" ( Como se jogassem a lata fora depois de beber um Red Bull )   Agora...Agora...Virando as voltas que essa vida dá Agora...Agora...Surfando Karmas e DNA o passado já foi, o futuro virá...Surfando Karmas e DNA virando e-Stória...e-Stórias (Bm A G F# ...)  (Rosana chegou, o futuro verá)"
Ela Sabe,/engenheiros-do-hawaii/ela-sabe.html,,"ela sabe muito bem o que quer ela sabe o que precisa fazer  e vai à luta (não escuta ninguém)  ela sabe muito bem o que é que se espera de uma mulher  mas não quer nem saber...ela manda ver  ela sabe muito bem o que quer ela sabe o que precisa fazer  vai à luta e não escuta ninguém nem   a maioria esmagadora voz da razão bom-senso, uníssono ensurdecedor na lua cheia ateia fogo às próprias vestes só pra acordar de bom humor   pra enfrentar o que der e vier só a força de uma mulher  que sabe muito bem o que quer ela sabe...!ela sabe! vai à luta e não escuta a maioria esmagadora voz da razão bom-senso, uníssono ensurdecedor  na lua cheia ateia fogo às próprias vestes só pra acordar de bom humor [ela sabe...ela sabe]  Música do Gessinger Trio"
Era Um Garoto Que Como Eu Amava os Beatles e os Rolling Stones,/engenheiros-do-hawaii/era-um-garoto-que-como-eu-amava-os-beatles-e-os-rolling-stones.html,Novo Millennium: Engenheiros do Hawaii,"Era um garoto Que como eu Amava os Beatles E os Rolling Stones..  Girava o mundo Sempre a cantar As coisas lindas Da América...  Não era belo Mas mesmo assim Havia mil garotas afim Cantava Help And Ticket To Ride Oh Lady Jane, Yesterday...  Cantava viva, à liberdade Mas uma carta sem esperar Da sua guitarra, o separou Fora chamado na América...  Stop! Com Rolling Stones Stop! Com Beatles songs Mandado foi ao Vietnã Lutar com vietcongs...  Ratá-tá tá tá... Tatá-rá tá tá... Ratá-tá tá tá... Tatá-rá tá tá... Ratá-tá tá tá... Tatá-rá tá tá... Ratá-tá tá tá...  Era um garoto Que como eu! Amava os Beatles E os Rolling Stones Girava o mundo Mas acabou! Fazendo a guerra No Vietnã...  Cabelos longos Não usa mais Nem toca a sua Guitarra e sim Um instrumento Que sempre dá A mesma nota Ra-tá-tá-tá...  Não tem amigos Nem vê garotas Só gente morta Caindo ao chão Ao seu país Não voltará Pois está morto No Vietnã...  Stop! Com Rolling Stones Stop! Com Beatles songs No peito um coração não há Mas duas medalhas sim....  Ratá-tá tá tá... Tatá-rá tá tá... Ratá-tá tá tá... Tatá-rá tá tá... Ratá-tá tá tá... Tatá-rá tá tá... Ratá-tá tá tá...  Ra-tá-tá tá-tá ... Ra-tá-tá tá-tá ..."
Esportes Radicais,/engenheiros-do-hawaii/esportes-radicais.html,Surfando Karmas & DNA,"Preso no trânsito De astros imóveis Faço as contas Na ponta do lápis  E nada faz sentido Nada faz sentido!  Adrenalina é uma menina dormindo Dançando em silêncio Imaginando um reggae Cansei de alimentar os motores Agora quero freios e air-bag  Pois nada faz sentido Nada faz sentido!  Se capricórnio fosse câncer Se Califórnia fosse França A rampa que lança o skate aos céus Seria nosso chão 180, 360, 540 graus Girando esquentando Só pra ver até quando O motor aguenta o caos  Não vou ficar parado Não vou passar batido Se nada faz sentido Há muito o que fazer (2x)  Não há alternativa É a única opção Unir o otimismo da vontade E o pessimismo da razão Contra toda expectativa Contra qualquer previsão Há um ponto de partida Há um ponto de união Sentir com inteligência, Pensar com emoção!  Não vou ficar parado Não vou passar batido Se nada faz sentido Há muito o que fazer Se nada faz sentido Há muito o que fazer Se nada faz sentido...  (by Renan Shazzy)"
Estranho Fetiche,/engenheiros-do-hawaii/estranho-fetiche.html,Não Vejo a Hora,"Quando o sol bateu na janela Despertando uma legião Elvis estava em todo canto Cantando com dom sebastião  Quando a banda tocou raul 10. 000 Anos pra frente ou pra trás No dia em que a terra parou E a engrenagem se pôs a girar  Assim caminhava a humanidade O homem pisava na lua Dinossauros andavam pros meteoros Um quarteto atravessava a rua  Tudo depende da hora Fruto, semente e flor Mas o sonho de mudar o mundo Ao menos muda o sonhador  Tudo depende da hora Água, gelo ou vapor Mas o sonho de mudar o mundo Às vezes muda o sonhador  Eram 300 em esparta Marta driblou todos eles Ao som de belchior na voz de elis Um sonho de final feliz  Quando a chuva era bem vinda Bem vindo era o sol também Pra vicejar a grama mais verde Que a memória sempre tem  Estranho fetiche, o passado Wish you were here, meu bem Sobre a falha de san andreas Quem tem medo de ir além  Tudo depende da hora Água, gelo ou vapor Mas o sonho de mudar o mundo Ao menos muda o sonhador"
Eu Ligo Pra Você,/engenheiros-do-hawaii/eu-ligo-pra-voce.html,Infinita Highway,"Eu vivia esperando a vida aparecer no Jornal Nacional Com o olhar preso no vídeo, eu esperava o suicídio de algum bossal Você apareceu e disse: ""Cara, eu prefiro outros canais"" Você apareceu com sua cara em todos os comerciais  Eu ligo a TV, desligo a TV e ligo pra você Eu digo que consigo, mas não consigo te esquecer  Você aparecia em filmes classe ""C"", em filmes tão banais Você aparecia e desaparecia e eu já não te via mais Eu te perseguia, mexendo na antena, Mudando o canal Você sempre fugia, não sentia pena, Me deixava muito mal  Eu ligo a TV, desligo a TV e ligo pra você Eu digo que consigo, mas não consigo te esquecer  Eu preciso te ver, eu preciso te ver Eu preciso do teu sorriso Você sabe que eu preciso Eu preciso te ver, eu preciso te ver Eu preciso do teu sorriso"
Eu Que Não Amo Você,/engenheiros-do-hawaii/eu-que-nao-amo-voce.html,Novo Millennium: Engenheiros do Hawaii,"Eu que não fumo queria um cigarro Eu que não amo você Envelheci dez anos ou mais nesse último mês Eu que não bebo, pedi um conhaque Pra enfrentar o inverno Que entra pela porta Que você deixou aberta ao sair  Senti saudade, vontade de voltar Fazer a coisa certa Aqui é meu lugar Mas sabe como é difícil encontrar A palavra certa, A hora certa de voltar A porta aberta, A hora certa de chegar  Eu que não fumo queria um cigarro Eu que não amo você Envelheci dez anos ou mais nesse último mês Eu que não bebo pedi um conhaque Pra enfrentar o inverno Que entra pela porta Que você deixou aberta ao sair.  O certo é que eu dancei, sem querer dançar Agora já nem sei qual é o meu lugar Dia e noite sem parar Eu procurei sem encontrar A palavra certa, A hora certa de voltar A porta aberta, A hora certa de chegar  Eu que não fumo queria um cigarro Eu que não amo você Envelheci dez anos ou mais nesse último mês Eu que não bebo pedi um conhaque Pra enfrentar o inverno Que entra pela porta Que você deixou aberta ao sair."
Faz de Conta,/engenheiros-do-hawaii/faz-de-conta.html,Novos Horizontes,Era claro Espelho d'água Perfeição que a pedra destruiu Uma onda Mais uma onda Outras ondas e já não tem fim  Agora é centro Do movimento A qualquer momento pode transbordar Quando a pedra caiu na água Quando o espelho foi ao chão Quem estava ao teu lado? Quem estava com a razão?  A pedra afundou A onda inundou Faz de conta que eu fui mais legal  Malas prontas De hoje em diante Mais distante Talvez menos mal Desencanto Na garganta Faz de conta que eu fui mais legal  Quando a pedra caiu na água Quando o espelho foi ao chão Quem estava ao teu lado? Quem estava com a razão?  A pedra afundou A onda inundou Faz de conta que eu fui mais legal
Faz Parte,/engenheiros-do-hawaii/faz-parte.html,Infinita Highway,"Por um pedaço de pão Por uma história pra contar Por acaso, por um triz Só pra contrariar tua direção Tua mão a indicar o rumo certo O caminho mais curto Não vou agora, não Não quero te encontrar Preciso me perder como preciso de ar Perder o rumo é bom Se perdido a gente encontra Um sentido escondido em algum lugar  Devolva-me o que você levou ou Leve-me contigo, perca-se comigo  Sempre me perco pelas mesmas ruas Não trago mapas Não leio as placas Não sigo pegadas quando sei que são tuas Não vou agora, não Não quero te encontrar Preciso me perder como preciso de ar Se perdi o tom Foi pra escapar da tua atração Canto de sereia em alto mar  Devolva-me o que você levou ou Leve-me contigo, perca-se comigo"
Fé Nenhuma,/engenheiros-do-hawaii/fe-nenhuma.html,Infinita Highway,Não levo fé nenhuma em nada! Não levo fé nenhuma em nada!  Mas ninguém tem o direito De me achar reacionário Não acredito no teu jeito Revolucionário  Eu sei que você acredita Nas notícias do jornal Mas tudo isso me irrita Me enoja e me faz mal  Por incrível que pareça Teu discurso é tão seguro Talvez você se esqueça: Você também não tem futuro  Não levo fé nenhuma em nada! Não levo fé nenhuma em nada!  Mas se quer me pôr no agito No movimento estudantil E eu não acredito No futuro do Brasil  Eu não vou morrer de fome Eu não vou morrer de tédio Eu não vou morrer pensando Em qual seria o remédio  Eu sei de cor seus comentários Sobre o mal da alienação Mas eu não vivo de salário Eu não vivo de ilusão  Não levo fé nenhuma em nada!  by Renan Shazzy
Fetiche Estranho,/engenheiros-do-hawaii/fetiche-estranho.html,Não Vejo a Hora,"Quando o umbigo era centro de tudo Norte havia só um Quando ninguém olhava pro lado Dark side of the moon  Quando ponteiros ainda giravam Giravam sol e luar Quando relógios custavam fortunas E o tempo custava a passar  Chegou chegando o gerúndio Como quem pretende ficar Dando letra Dando corda pro relógio se enforcar  Tudo depende da hora Fruto, semente e flor Mas o sonho de mudar o mundo Ao menos muda o sonhador  Tudo depende da hora Água, gelo ou vapor Mas o sonho de mudar o mundo Às vezes muda o sonhador  Vejo o futuro Não vejo a hora Do sonho se realizar"
