Nome da Música,link,album,letra
Museu de Cera,/engenheiros-do-hawaii/museu-de-cera.html,Infinita Highway,Quem quiser saber por que e não tiver o que perder não pode acreditar em tudo não pode duvidar de nada se não tiver instinto se ficar distante se ficar com medo quando chegar o instante forças ocultas tomam de assalto ouvintes incautos de uma cult band tem que pagar pra ver tem que ver pra crer quem viver verá a cara desses caras num museu de cera quem quiser saber por que e não quiser se arrepender não pode acreditar em tudo tem que acreditar em algo se não tiver instinto se não estiver atento se ficar com medo no exato momento alguém muito à toa soa o alarme veste o uniforme e transforma tudo em exceção tem que pagar pra ver tem que ver pra crer quem viver verá a cara desses caras num museu de cera Em museu de cera quem será? Em imagens de arquivo de quem será? Em inconsciente coletivo por que será? Em o mundo é dos vivos sempre será! Em museu de cera quem será? Em quem me dera poder esperar! Em a vida inteira quando será? Em sexta feira... no mais tardar! tem que pagar pra ver tem que ver pra crer Em tem que jogar pra ganhar tem que correr atrás tem que pagar pra ver tem que ver pra crer Em quem viver verá a força bruta a face oculta Em num museu de cera QUEM QUISER REMAR CONTRA A MARÉ TEM QUE REMAR MUITO MAIS FORTE NÃO VÁ À GUERRA DE PÉS DESCALÇOS NÃO PISE NO TAPETE COM ESSAS BOTAS IMUNDAS Camila Paiva...
Na Real,/engenheiros-do-hawaii/na-real.html,Tchau Radar,"encontrei depois de tanto tempo viajei... passei o passado a limpo dei um rewind revi tudo em fast-forward encontrei depois de tanto procurar ?será que você existe?  12h há mais de uma semana piscam as luzes no videocassete 12 meses...lá se vai um ano e o outono parece não passar ?será que você existe?  encontrei depois de tanto tempo em vidas passadas em noites passadas em branco olho para o lado e nada vejo já não sei o que é verdade e o que é desejo ?será que você existe? ?será fruto da imaginação?  miragens, fantasmas, ovni's e o que mais for preciso para ser feliz meu coração visionário tá legal e dispensa comentários ele nem pensa na real  ?será? miragens, fantasmas, viagens no tempo ?será que você existe? ?será? delírio, desejo, vozes e visões ?fruto da imaginação?"
Na Veia,/engenheiros-do-hawaii/na-veia.html,Dançando no Campo Minado,"se você perguntar por mim vão dizer que eu ando muito estranho vão dizer que eu ando por aí quando você perguntar por mim  se você perguntar por mim vão dizer as coisas mais estranhas nenhuma resposta vai satisfazer quando você perguntar por mim ! vem ! ver com os próprios olhos ! vem ! ver a vida como ela é  se você está mesmo a fim de saber por onde eu ando de saber por que eu ando assim é melhor nem perguntar por mim ! vem ! ver com os próprios olhos ! vem ! ver a vida como ela é  sem filtro, na veia sem filtro, na veia ! vem ! ver com os próprios olhos ! vem ! ver a vida como ela é"
Nada a Ver,/engenheiros-do-hawaii/nada-a-ver.html,Infinita Highway," Am Em Um cão sem dono, uma árvore no outono Am Em O nono mês de gravidez Am Em Eu perco o sono, ao som de Yoko Ono Am Em E telefono pra vocês  Am Em Às vezes eu acordo assustado F Em (A gente não tem nada a ver) Am Em Mas quando eu te vejo do meu lado F Em (A gente não tem nada a perder) Am De dia eu não te vejo nem desejo Em Eu vejo que não dá F Em (A gente não tem nada a ver) Am Toda a noite, a noite inteira, eu penso em ti Em Eu penso em te encontrar F Em (A gente não tem nada a perder)   G F# F Em Nada a ver, nada a perder, G F# F Em Nada a fazer, nada não...   Am Sinto tanto, sinto muito, no meu canto, Em Enquanto a noite cai F Em (A gente não tem nada a ver) Am Sinto saudade, é verdade, nunca é tarde, Em Enquanto a chuva cai F Em (A gente não tem nada a perder) Am Eu fico sem saber o que fazer, o que vai ser Em Amanhã de manhã F Em (A gente não tem nada a ver) Am Eu sonho com elegância, arrogância, Em Extravagância do Duran Duran F Em (A gente não tem nada a perder)   G F# F Em Nada a ver, nada a perder, G F# F Em Nada a fazer, nada não...   Am Em Às vezes eu acordo assustado !!!!!! Am Em Às vezes eu acordo do teu lado !!!!!!!! Am Em Às vezes eu fico acordado !!!!!!!! Am Às vezes eu te vejo... Em Às vezes eu te beijo... Às vezes eu te desejo... Às vezes eu...   G F# F Em Nada a ver, nada a perder, G F# F Em (Em) "
Nada Fácil,/engenheiros-do-hawaii/nada-facil.html,Tchau Radar,"Neurotransmissores, míssseis na pressão A vida em cada curva dispara o coração Nada fácil cara, euforia e depressão Muitas pedras no caminho, Uma flor em cada mão  ¡Tchau Radar! Eu vou saltar! Não é nada fácil cara, Euforia e depressão Muitas flores no caminho E uma pedra em cada mão  Reza a lenda que a gente nasceu pra ser feliz Que o crime não compensa E tudo conspira a favor Reza a lenda que a noite é uma criança Envolta da fogueira a tribo dança  Pra celebrar... e descerebrar  Neurotransmissores, mísseis na pressão A vida em cada curva, no limiar da dor Entre a vertigem de um cavalo alado E o óleo diesel de um cavalo-vapor  Reza a lenda que a gente nasceu pra ser feliz Que o crime não compensa e tudo conspira a favor Reza a lenda que a noite é uma criança Em volta da fogueira a tribo dança  Pra celebrar... e descerebrar Pra celebrar... e descerebrar  Reza a lenda que a gente nasceu pra ser feliz Que o crime não compensa e tudo conspira a favor Reza a lenda que a noite é uma criança Em volta da fogueira a tribo inteira  Quer celebrar... e descerebrar Quer celebrar... e descerebrar Quer celebrar... e descerebrar  (by R.Shazzy)"
Não Consigo Odiar Ninguém,/engenheiros-do-hawaii/nao-consigo-odiar-ninguem.html,Novos Horizontes,"não consigo odiar ninguém (gessinger/fonseca/ayala/aranha/pedro a.)   não quero seduzir teu coração turista não quero te vender o meu ponto de vista eu tive um sonho e há muito não sonhava lembranças do futuro que a gente imaginava nem sempre foi assim, outro mundo é possível pode até ser o fim mas será que é inevitável?  não vá dizer que eu estou ficando louco só por que não consigo odiar ninguém do goleiro ao centroavante do juiz ao presidente eu não consigo odiar ninguém  o tempo parou feito fotografia amarelou tudo que não se movia o tempo passou, claro que passaria como passam as vontades que voltam no outro dia  não vá dizer que eu estou ficando louco só por que não consigo odiar ninguém do goleiro ao centroavante do juiz ao presidente eu não consigo odiar ninguém  eu tive um sonho, o mesmo do outro dia lembranças do futuro que a gente merecia  não vá dizer que eu estou ficando louco só por que não consigo odiar ninguém do goleiro ao centroavante do juiz ao presidente  eu não consigo odiar ninguém  By.: Luaninha"
Não é Sempre,/engenheiros-do-hawaii/nao-e-sempre.html,Infinita Highway,"Às vezes parece que eu não tenho medo Às vezes parece que eu não tenho dúvidas Às vezes parece que eu não tenho... .. Nenhuma razão pra chorar  Você esquece que eu não sou de ferro (até o ferro pode enferrujar) Você esquece que eu não sou de aço E faço questão de provar:  ""olhe pra mim.... enquanto eu me quebro"" Às vezes parece que eu tenho muito medo Às vezes parece que eu só tenho dúvidas Às vezes parece que eu não tenho... .. Nenhuma chance de escapar  Acontece que eu não nasci ontem (até hoje sempre escapei com vida) Pra quem dúvida de tudo que eu faço Eu faço questão de mostrar: ""olhe pra mim... enquanto... desapareço no ar""  Não queira estar no meu lugar Não queira estar em lugar nenhum Às vezes tudo muda E continua tudo no mesmo lugar  Não queira estar no meu lugar Não queira estar em lugar nenhum Um lugar comum Às vezes uma prece ajuda  Às vezes nem adianta rezar Já desisti de ser uma pessoa só Já desisti de ser uma multidão Já não ponho todas as fichas na mesa  Agora ... jogo algumas no chão Jogo algumas no chão Às vezes tudo, às vezes nada Às vezes tudo ou nada, às vezes 50%  Às vezes a todo momento, às vezes nunca Como tudo na vida, não é sempre Às vezes de bem com a vida Às vezes de mau humor  Às vezes sem saída Às vezes seja onde for Não é sempre, não é sempre Como tudo na vida... nunca é sempre"
Nau à Deriva,/engenheiros-do-hawaii/nau-a-deriva.html,Infinita Highway,"nau à deriva no asfalto ou em alto mar ""perigo, perigo"" perdidos no espaço sideral apocalipse now à deriva talvez um parto talvez aborto destroços da nave mãe nau à deriva no asfalto ou em alto mar ""perigo, perigo"" perdidos no espaço sideral apocalipse now à deriva longe demais do cais do porto perto do caos meu coração é um porta aviões perdido no mar esperando alguém pousar meu coração é um porto sem endereço certo é um deserto em pleno mar "
Negro Amor,/engenheiros-do-hawaii/negro-amor.html,Tchau Radar,"Negro Amor vá, se mande, junte tudo que você puder levar ande, tudo que parece seu é bom que agarre já seu filho feio e louco ficou só chorando feito fogo à luz do sol os alquimistas já estão no corredor e não tem mais nada negro amor a estrada é pra você e o jogo é a indecência junte tudo que você conseguiu por coincidência e o pintor de rua que anda só desenha maluquice em seu lençol sob seus pés o céu também rachou e não tem mais nada negro amor seus marinheiros mareados abandonam o mar seus guerreiros desarmados não vão mais lutar seu namorado já vai dando o fora levando os cobertores? e agora? até o tapete sem você voou e não tem mais nada negro amor as pedras do caminho deixe para trás esqueça os mortos eles não levantam mais o vagabundo esmola pela rua vestindo a mesma roupa que foi sua risque outro fósforo, outra vida, outra luz, outra cor e não tem mais nada negro amor"
Nem + 1 Dia,/engenheiros-do-hawaii/nem-1-dia.html,Surfando Karmas & DNA,o café me deixou ligado você ficou de ligar a noite foi um inferno desespero de esperar o passado voltou rasgando você ficou de voltar antes que eu sentisse a falta antes que faltasse o ar o sol voou rasante pra me bombardear boca de extinguir espécies mãos de acelerar partículas antenas para radioatividade olhos de ler código de barras se viver fosse viver sem você... que bom seria mas não dá mais pra viver sem você... nem mais um dia se viver fosse viver sem você... que bom seria mas não dá mais pra viver chame de exagero diga que é bobagem vou deletar meu corpo na tua tatuagem puro desespero autosabotagem tô fora do teu programa de milhagem boca de extinguir espécies mãos de acelerar partículas antenas para radioatividade olhos de ler código de barras se viver fosse viver sem você... que bom seria mas não dá mais pra viver sem você... se viver fosse viver sem você... que bom seria
NinguéM = NinguéM,/engenheiros-do-hawaii/ninguem-ninguem.html,Maxximum: Engenheiros do Hawaii,"há tantos quadros na parede há tantas formas de se ver o mesmo quadro há tanta gente pelas ruas há tantas ruas e nenhuma é igual a outra (ninguém = ninguém) me espanta que tanta gente sinta (se é que sente) a mesma indiferença  há tantos quadros na parede há tantas formas de se ver o mesmo quadro há palavras que nunca são ditas há muitas vozes repetindo a mesma frase: (ninguém = ninguém) me espanta que tanta gente minta (descaradamente) a mesma mentira  todos iguais todos iguais mas uns mais iguais que os outros  há pouca água e muita sede uma represa, um apartheid (a vida seca, os olhos úmidos) entre duas pessoas entre quatro paredes tudo fica claro ninguém fica indiferente (ninguém = ninguém) me assusta que justamente agora todo mundo (tanta gente) tenha ido embora  todos iguais todos iguais mas uns mais iguais que os outros  o que me encanta é que tanta gente sinta (se é que sente) ou minta (desesperadamente) da mesma forma  todos iguais todos iguais mas uns mais iguais que os outros todos iguais todos iguais tão desiguais... tão desiguais..."
No Inverno Fica Tarde Mais Cedo,/engenheiros-do-hawaii/no-inverno-fica-tarde-mais-cedo.html,Infinita Highway,"Escuridão noite liquefeita tudo toma forma do corpo que se deita na escuridão escuridão nenhum olhar aceita tudo se transforma numa cama desfeita na escuridão escuridão hora da colheita pra quem semeou vento numa cama desfeita na escuridão um corpo que se deita um corpo em tempestade agora já é tarde solidão hora da colheita pra quem semeou o vento num corpo que se deita na solidão de uma cama desfeita um corpo em tempestade agora já é tarde no inverno fica tarde + cedo só depois de perder você descobre que era um jogo um jogo que não acaba nunca, nunca acaba empatado se foi um jogo, você ganhou: eu perdi a direção se foi um sonho, se foi o céu, eu não sei eu que não sei perder, perdi o sono na escuridão, na escuridão só depois de perder você descobre que era um jogo um jogo que não acaba nunca, nunca acaba empatado se foi um jogo, você ganhou: eu perdi a direção se foi um sonho, se foi o céu, eu não sei eu que não sei perder, perdi o medo da escuridão, da escuridão Camila Paiva..."
"No Meio de Tudo, Você",/engenheiros-do-hawaii/no-meio-de-tudo-voce.html,Novos Horizontes,"Selva A gente se acostuma a muito pouco A gente fica achando que é demais Quando chega em casa do trabalho Quase vivo  Selva A gente se acostuma a muito pouco A gente fica achando que é o máximo Liberdade pra escolher A cor da embalagem  Nessa selva A gente se acostuma a muito pouco A gente fica achando que é o normal Entrar na fila, comprar ingresso Pra levar porrada  No meio de tudo, você Me salva da selva (2x)  Selva A gente se acostuma a muito pouco A gente fica achando que é demais Um pouco de silêncio Um copo de água pura  Nessa selva A gente se acostuma a muito pouco A gente fica achando que é o máximo Se o cara mente Mas tem cara de honesto  Nessa selva A gente se acostuma a muito pouco A gente fica achando que é o normal Finge que não vê, diz que não foi nada E leva mais porrada  No meio de tudo, você Me salva da selva (4x)  No meio de tudo, Acima de tudo, você"
Nossas Vidas,/engenheiros-do-hawaii/nossas-vidas.html,Infinita Highway,"A gente faz de tudo Mas nada faz sentido Nem as luzes da cidade Nem o escuro de um abrigo  A gente faz de tudo Mas nada faz sentido Nem a existência de uma guerra Nem a violência do inimigo  Não posso entender o que fizeram com nossas vidas Não posso entender por que viramos suicidas Oh! Oh! ""O que fizeram com nossas vidas?"" Oh! Oh! ""Por que viramos suicidas?""  Eu tô vazio, tô cheio de vícios E o fim da linha, é só o início De uma nova linha, de um novo mundo De um dia-a-dia cada vez mais absurdo  Eu já pensei em mandar tudo pro espaço Eu já pensei em mandar tudo pro inferno Mas não pensei que fosse tão difícil Ficar sozinho numa noite de inverno  Não posso entender o que fizeram com nossas vidas Não posso entender por que viramos suicidas Oh! Oh! ""O que fizeram com nossas vidas?"" Oh! Oh! ""Por que viramos suicidas?""   A gente faz de tudo Mas nada faz sentido"
Nove Zero Cinco Um,/engenheiros-do-hawaii/nove-zero-cinco-um.html,Infinita Highway,"Não quero jogar fora o pouco tempo que nos resta Não quero jogar lenha na fogueira das vaidades Só tenho uma ficha,uma única certeza: Ninguém vai aceitar chamadas a cobrar   Ninguém vai aceitar chamadas a cobrar (2x)    Não adianta reclamar o pouco tempo que nos resta Nos resta aproveitar antes que seja tarde Só temos uma escolha: Um momento apenas Ou a vida inteira pra se arrepender Caiu, !a última ficha caiu! !vai cair a ponte! !nós vamos cair no rio! Águas vão rolar...o tempo vai passar E ninguém vai aceitar chamadas a cobrar   Ninguém vai aceitar chamadas a cobrar"
Novos Horizontes,/engenheiros-do-hawaii/novos-horizontes.html,Novos Horizontes,"Corpos em movimento Universo em expansão E o apartamento que era tão pequeno Não acaba mais...  Vamos dar um tempo Não sei quem deu a sugestão Aquele sentimento que era passageiro Não acaba mais  Quero explodir as grades... e voar Não tenho pra onde ir, Mas não quero ficar Novos horizontes Se não for isso, o que será? Quem constrói a ponte Não conhece o lado de lá  Quero explodir as grades.. e voar Não tenho pra onde ir Mas não quero ficar Suspender a queda livre... libertar O que não tem fim sempre acaba assim..."
Números,/engenheiros-do-hawaii/numeros.html,10.000 Destinos,Última edição do Guiness Book Corações a mais de 1000 E eu com esses números? 5 extinções em massa... 400 humanidades E eu com esses números?  Solidão a 2... dívida externa... anos luz Aos 33 Jesus na cruz... Cabral no mar aos 33 E eu? O que faço com estes números? A medida de amar é amar sem medida Velocidade máxima permitida  A medida de amar é amar sem medida Nascimento e Silva 107... Corrientes 348 E eu com esses números? Prazo de audiência... tração nas 4 rodas E eu? O que faço com estes números? 7 vidas... mais de mil destinos  Todos foram tão cretinos Quando elas se beijaram A medida de amar é amar sem medida Preparar pra decolar Contagem regressiva  A medida de amar é amar sem medida Mega ultra híper micro baixas calorias Kilowatts...gigabytes E eu? O que faço com esses números? A medida de amar é amar sem medida Velocidade máxima permitida A medida de amar é amar sem medida
Nunca é Sempre,/engenheiros-do-hawaii/nunca-e-sempre.html,Infinita Highway,Eu já estive afim Eu já não tô afim A gente vive assim Um dia aqui o outro ali Aqui onde ninguém nos vê Ali no rádio na tv A gente vive assim Sabendo de tudo sem saber porque Eu só tô começando e já cheguei ao fim A gente vive assim Sempre acabando o que não tem fim Acabando o que não tem fim Acabando o que não tem fim Acabando o que não tem fim Querendo o que não tem Fim Camila Paiva...
Nunca Mais,/engenheiros-do-hawaii/nunca-mais.html,Surfando Karmas & DNA,"não é o que se pode chamar de uma história original mas não importa: é a vida real acordar de madrugada vindo de outro planeta sentir-se só uma criança num berço de ouro e a ferrugem ao seu redor  os muros da cidade falavam alto demais coisas que ela não podia mudar nem suportar ela quis voltar para casa cansou da violência que ninguém mais via viu milhões de fotografias e achou todas iguais  conta pra mim o que te fez chorar nunca mais quero te ver chorar conta pra mim o que te fez chorar nunca mais quero te ver chorar nunca mais ofereci abrigo, um lugar para ficar ela me olhou como se soubesse desde o início que eu também não era dali e quando sorriu ficou ainda mais bonita tinha a força de quem sabe que a hora certa vai chegar lágrimas no sorriso mãe e filha, chuva e sol segredos que não podia guardar e não conseguia contar  conta pra mim o que te fez chorar nunca mais quero te ver chorar conta pra mim o que te fez chorar nunca mais quero te ver chorar nunca mais  Eu ainda ando pelas mesmas ruas a cidade cresce e tudo fica cada vez menor agora eu sei que a vida não é um jogo de palavras cruzadas onde tudo se encaixa o que será que ela quis dizer? 5 letras, começando com a letra A  conta pra mim o que te fez chorar nunca mais quero te ver chorar conta pra mim o que te fez chorar nunca mais quero te ver chorar conta pra mim o que te fez chorar nunca mais quero te ver chorar conta pra mim o que te fez chorar nunca mais quero te ver chorar nunca mais quero te ver chorar"
Nunca Mais Poder,/engenheiros-do-hawaii/nunca-mais-poder.html,Infinita Highway, E todo mundo é eterno D todo mundo é moderno A B como um relógio antigo E no underground D no mainstream A todo mundo é moderno B todo mundo é eterno  E ontem E4 ano passado E E4 antigamente E amanhã E4 ano que vem E ano dois mil A D/A todo mmundo é moderno A D/A todo mundo é eterno E F#m da boca pra fora E A do fundo do coração  C#m F#m |todo mundo é moderno C#m F#m |todo mundo é eterno C#m A C B |como um relógio antigo  (cultura e hora certa pra você)  E todo mundo é eterno D todo mundo é moderno A B como um relógio antigo E atrás de brilho e de barulho D escondido dentro de si mesmo A todo mundo é moderno D todo mundo é eterno  E em Havana E4 no Havaí E7 no Hawaii E4 na highway E malditos E4 benditos E E4 acabados e infinitos A A4 todo mundo é moderno A A4 todo mundo é eterno E quem cura F#m quem envenena E A quem gera quem extermina   C#m F#m |todo mundo é moderno C#m F#m |todo mundo é eterno C#m A B C |como um relógio antigo  E A/E B/E então? porque este medo de ficar prá trás A/E E de não ser sempre mais A/E B/E A/E de nunca mais poder? E A/E B/E então? porque este medo de ficar prá trás A/E E de não ser sempre mais A/E B/E A de nunca mais poder? C#m F#m |todo mundo é moderno C#m F#m |todo mundo é eterno C#m A C B |como um relógio antigo   E E4 todo mundo é eterno E7 A/E todo mundo é moderno A E4 E7 A/E como um calendário do ano passado E E4 como a coluna Prestes E7 E4 as colunas do Niemeyer A como a Holanda de 1974 um símbolo sexual dos anos 60 E E4 todo mundo é moderno E7 E4 todo mundo é eterno E E4 o papa é moderno E E4 o pop é eterno   E A/E B/E então? porque este medo de ficar prá trás A/E E de não ser sempre mais A/E B/E A/E de nunca mais poder?  C#m F#m |todo mundo é moderno C#m F#m |todo mundo é eterno C#m A 
Nunca Se Sabe,/engenheiros-do-hawaii/nunca-se-sabe.html,Infinita Highway,"Sei que parecem idiotas As rotas que eu traço Mas tento traça-las eu mesmo E, se chego sempre atrasado  Se nunca sei que horas são É porque nunca se sabe Até que horas os relógios funcionarão Sem dúvida a dúvida é um fato Sem fatos não sai um jornal Sem saída ficamos todos presos (Aqui dentro faz muito calor) Sempre parecem idiotas As rotas que eu traço Sempre tarde da noite E se ando sempre apressado Se nunca sei que horas são É porque nunca se sabe É porque nunca se sabe  Nem sempre faço o que é Melhor pra mim Mas nunca faço o que eu Não tô afim de fazer Nem sempre faço o que é Melhor pra mim Mas nunca faço o que eu Não tô afim de fazer  Não quero perder a razão Pra ganhar a vida Nem perder a vida Pra ganhar o pão Não é que eu faça questão de ser feliz Eu só queria que parassem De morrer de fome a um palmo do meu nariz Mesmo que pareçam bobagens As viagens que eu faço Eu traço meus rumos eu mesmo (a esmo) E se nunca sei a quantas ando Se ando sem direção É porque nunca se sabe É porque nunca se sabe  Nem sempre faço o que é melhor pra mim Mas nunca faço o que eu Não tô afim de fazer Não viro vampiro, eu prefiro sangrar Me obrigue a morrer Mas não me peça pra matar"
Nuvem,/engenheiros-do-hawaii/nuvens.html,Infinita Highway,"Se está com ele está sozinha E sozinha não quer mais ficar Se está com ele é por que quer Por que não quer mudar  Diga adeus Diga adeus ou não diga nada Diga adeus  Se está chegando o fim da linha Tá na hora de saltar Se está com ele, está sozinha E sozinha não quer mais ficar  Diga adeus Diga adeus ou não diga nada Diga adeus  Não vá perder a hora certa com a pessoa errada Diga adeus, adeus  A vida não pode ser um contagotas na tua mão Uma chuva que não chove, um sol que não sai A vida não pode ser medida com precisão Motor que não se move, nuvem que não se vai  Se está com ele, está sozinha E sozinha não quer mais ficar Se está chegando o fim da linha Tá na hora de saltar  Não vá perder a vida inteira com a pessoa errada Diga adeus, diga adeus Vai chover, vai secar, serão águas passadas Diga adeus, adeus"
O Castelo Dos Destinos Cruzados,/engenheiros-do-hawaii/o-castelo-dos-destinos-cruzados.html,Infinita Highway,"Quando você me disse que não era nada Daquilo que a gente sempre imaginou Um vento frio soprou, uma janela bateu Na noite escura da alma Quando você me olhou daquele jeito Que só você olhava Um passarinho voou baixinho Deixou prá trás tudo que acreditava Quando as paredes e o teto cairam Eu pensei que era o final Mas era só o começo de um problema Só um pesadelo normal Lembra de mim, você me enlouquece A cabeça diz que é besteira Mas o coração não esquece No castelo dos destinos que se cruzam no tempo Ninguém liga se já foi ou se ainda pode ser Uma criança que nasceu em 62 Uma mulher que eu conheci em 43 Os dias passam lentamente prá quem pensa nos dias Semanas e semanas só pensando em você O tempo pinga lento, dentro do meu talismã Nas estrelas de centauro, hoje é o ontem do amanhã Lembra de mim... No castelo dos destinos cruzados O viajante que chegou pode ser você Eu fiz de tudo que eu pude para te esquecer A morte vive aqui do lado só que a gente não vê Uma pessoa que ficou perdida Uma pessoa que caiu do céu Uma pessoa que você já conhecia Muito antes de nascer e que você perdeu "
O Exército de um Homem Só,/engenheiros-do-hawaii/o-exercito-de-um-homem-so.html,Infinita Highway,"Não importa se só tocam O primeiro acorde da canção A gente escreve o resto em linhas tortas Nas portas da percepção Em paredes de banheiro Nas folhas que o outono leva ao chão Em livros de historias seremos a memória dos dias que virão  Se é que eles virão Não importa se só tocam O primeiro verso da canção A gente escreve o resto sem muita pressa  Com muita precisão Nos interessa o que não foi impresso E continua sendo escrito à mão Escrito à luz de velas quase na escuridão  Longe da multidão Somos um exército, o exército de um homem só No difícil exercício de viver em paz Somos um exército, o exército de um homem só  Sem bandeira Sem fronteiras Pra defender Pra defender  Não importa se só tocam O primeiro acorde da canção A gente escreve o resto e o resto é resto É falsificação  Sangue falso, bangue-bangue italiano Suíngue falso, turista americano Livres desta historia, a nossa trajetória não precisa explicação E não tem explicação  Somos um exército, (o exército de um homem só) No difícil exercício de viver em paz. Somos um exército (o exército de um homem só) Sem bandeira Sem fronteiras para defender.  Não interessa o que o bom senso diz Não interessa o que diz o rei Se no jogo não há juiz Não há jogada fora da lei Não interessa o que diz o ditado Não interessa o que o Estado diz Nós falamos outra língua Moramos em outro país Somos um exército, o exército de um homem só No difícil exercício de viver em paz Nesse exército, o exército de um homem só Todos sabem Que tanto faz Ser culpado Ou ser capaz.. Tanto faz"
O Exército de um Homem Só II,/engenheiros-do-hawaii/o-exercito-de-um-homem-so-ii.html,Infinita Highway,Somos kamikazes Incapazes de ir à luta Somos quase livres (Isto é pior do que a prisão)  Somos um exército (O exército de um homem só) Um bando de vampiros Que odeiam sangue  Sem bandeira Sem fronteiras para defender Somos um exército (O exército de um homem só)  Nesse exército (No exército de um homem só) Todos sabem que tanto faz Ser culpado ou ser capaz Tanto faz
O Papa é pop,/engenheiros-do-hawaii/o-papa-e-pop.html,Maxximum: Engenheiros do Hawaii,"Todo mundo tá relendo o que nunca foi lido Todo mundo tá comprando os mais vendidos É qualquer nota, qualquer notícia Páginas em brancos, fotos coloridas Qualquer nova, qualquer notícia Qualquer coisa que se mova é um alvo E ninguém tá salvo.  Todo mundo tá revendo o que nunca foi visto Tá na cara, tá na capa da revista Qualquer nota, uma nota preta Páginas em brancos, fotos coloridas Qualquer rota, a rotatividade Qualquer coisa que se mova é um alvo...  E ninguém tá salvo Um disparo, um estouro!!!  (refrão 2x) O papa é pop, o papa é pop O pop não poupa ninguém O papa levou um tiro à queima roupa O pop não poupa ninguém  Uma palavra na tua camiseta O planeta na tua cama Uma palavra escrita a lápis Eternidades da semana  É qualquer nota, qualquer notícia Páginas em branco, fotos coloridas Qualquer coisa quase nova Qualquer coisa que se mova é um alvo E ninguém tá salvo!  Um disparo, um estouro  (refrão 2x)O papa é pop, o papa é pop O pop não poupa ninguém O papa levou um tiro à queima roupa, é O pop não poupa ninguém  Toda catedral é populista É pop, é macumba pra turista Mas afinal o que é rock n' roll? Os óculos do John, ou o olhar do Paul?  O papa é pop, o papa é pop O pop não poupa ninguém O papa levou um tiro à queima roupa O pop não poupa, o pop não poupa Ninguém."
O Papa É Pop (Acústico MTV),/engenheiros-do-hawaii/o-papa-e-pop-acustico-mtv.html,,"Todo mundo tá revendo o que nunca foi visto Todo mundo tá comprando os mais vendidos É qualquer nota, qualquer notícia Páginas em branco, fotos coloridas Qualquer nova, qualquer notícia Qualquer coisa que se mova é um alvo E ninguém tá salvo.  Todo mundo tá relendo o que nunca foi lido Tá na caras, tá na capa da revista É qualquer nota, uma nota preta Páginas em branco fotos coloridas Qualquer rota, rotatividade Qualquer coisa que se mova é um alvo...  E ninguém tá salvo Um disparo, um estouro!!!  (refrão) O papa é pop, o papa é pop O pop não poupa ninguém O papa levou um tiro à queima roupa O pop não poupa ninguém  Uma palavra na tua camiseta O planeta na tua cama Uma palavra escrita a lápis Eternidades da semana Qualquer coisa, quase nova Qualquer coisa que se mova é um alvo E ninguém tá salvo  (refrão) O papa é pop, o papa é pop O pop não poupa ninguém O papa levou um tiro à queima roupa é O pop não poupa ninguém  Toda catedral é populista É pop, é macumba pra turista Mas afinal o que é rock n' roll? Os óculos do John, ou o olhar do Paul?  E o papa é pop, o papa é pop O pop não poupa ninguém O papa levou um tiro à queima roupa O pop não poupa O pop não poupa Ninguém."
O Preço,/engenheiros-do-hawaii/o-preco.html,Acústico MTV - Engenheiros do Hawaii,"O preço que se paga as vezes é alto demais É alta madrugada, já é tarde demais Pra pedir perdão... Pra fingir que não foi mal...  Uma luz se apaga no prédio em frente ao meu ""Sempre em frente"" foi o conselho que ela me deu Sem me avisar... que iria ficar pra trás  E agora eu pago meus pecados Por ter acreditado que só se vive uma vez Eu pago os meus pecados Por ter acreditado que só se vive uma vez Pensei que era a liberdade Mas na verdade eram as grades da prisão  O preço que se paga as vezes é alto demais É alta madrugada já é tarde demais Mais uma luz se apaga no prédio em frente ao meu É a última janela iluminada Nada de anormal Amanhã ela vai voltar...  Enquanto isso eu pago os meus pecados Por ter acreditado que só se vive uma vez Eu pago os meus pecados Por ter acreditado que só se vive uma vez Pensei que era a liberdade Mas na verdade eu me enganei outra vez...  E agora eu pago os meus pecados Por ter acreditado que só se vive uma vez Eu pago os meus pecados Por ter acreditado que só se vive uma vez Eu pago meus pecados por ter acreditado que só se vive uma vez Pensei que era a liberdade Mas na verdade era só solidão..."
O Que Você Faz A Noite?,/engenheiros-do-hawaii/o-que-voce-faz-a-noite.html,,"O que você faz depois do fim da festa Se nada resta, ninguém mais presta atenção O que você faz depois do fim da festa Se manifesta febre e o corpo implora proteção  O que você faz se um bar parece um barco E a cidade, um oceano O que você faz se nenhuma escolha parece certa E toda descoberta parece um plano  Você é o que faz a noite Se você faz o que quer à noite"
